date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date,Ticker,Date,Adj Close,Close,High,Low,Open,Volume,Adj Close_pct_change,Close_pct_change,High_pct_change,Low_pct_change,Open_pct_change,Volume_pct_change
2023-05-16,QUIK,premarket,QuickLogic Corporation - Common Stock,,2023-05-15,2023-05-16,QUIK,2023-05-16,5.449999809265137,5.449999809265137,5.539999961853027,5.260000228881836,5.260000228881836,10600.0,0.009259206113829244,0.009259206113829244,0.022140199975999808,0.01348750884192973,0.01348750884192973,1.789473684210526
2023-05-16,SSYS,premarket,"Stratasys, Ltd. - Common Stock",,2023-05-15,2023-05-16,SSYS,2023-05-16,15.800000190734863,15.800000190734863,16.15999984741211,15.0,15.149999618530273,1842800.0,0.0972222645341625,0.0972222645341625,0.10760792860894797,0.063829758452564,0.06465215080037612,2.6404583168708022
2023-05-16,TCS,postmarket,Container Store (The) Common Stock,,2023-05-16,2023-05-17,TCS,2023-05-17,2.559999942779541,2.559999942779541,2.6500000953674316,2.25,2.299999952316284,2150200.0,-0.055350587917333716,-0.055350587917333716,-0.07665498221746236,-0.15730339486616052,-0.19298244586685065,1.6463999999999999
2023-05-16,WISA,premarket,"WiSA Technologies, Inc. - Common Stock",,2023-05-15,2023-05-16,WISA,2023-05-16,1.340000033378601,1.340000033378601,1.4900000095367432,1.2599999904632568,1.4500000476837158,2738900.0,-0.1677018500170928,-0.1677018500170928,-0.4440298610366671,-0.18709675533838444,-0.3317972365419858,-0.9539051613294109
2023-05-16,XNET,premarket,Xunlei Limited - American Depositary Shares,,2023-05-15,2023-05-16,XNET,2023-05-16,1.659999966621399,1.659999966621399,1.690000057220459,1.6100000143051147,1.690000057220459,49600.0,0.03749996367842012,0.03749996367842012,0.005952446419502655,0.012578604092237322,0.03680985408856041,-0.035019455252918275
2023-05-16,YSG,premarket,"Yatsen Holding Limited American Depositary Shares, each representing four Class A ordinary shares",,2023-05-15,2023-05-16,YSG,2023-05-16,0.8700000047683716,0.8700000047683716,0.9919999837875366,0.8600000143051147,0.9760000109672546,1733300.0,-0.055374591569042786,-0.055374591569042786,0.0442105223531537,0.01176469433266436,0.13488371480536387,0.6875669360334924
2023-05-17,ARBE,premarket,Arbe Robotics Ltd. - Ordinary Shares,,2023-05-16,2023-05-17,ARBE,2023-05-17,2.0199999809265137,2.0199999809265137,2.1500000953674316,1.9500000476837158,2.069999933242798,209800.0,-0.03349279240072123,-0.03349279240072123,-0.009216580748084957,-0.03465343262562359,-0.04608301361073386,0.2692075015124018
2023-05-17,ARCO,premarket,Arcos Dorados Holdings Inc. Class A Shares,,2023-05-16,2023-05-17,ARCO,2023-05-17,9.100000381469727,9.100000381469727,9.199999809265137,8.729999542236328,8.899999618530273,3058500.0,0.08333342794388487,0.08333342794388487,0.07101276435873793,0.04052433671044664,0.05952381222696812,2.3302482578397212
2023-05-17,BOOT,postmarket,"Boot Barn Holdings, Inc. Common Stock",,2023-05-17,2023-05-18,BOOT,2023-05-18,66.7699966430664,66.7699966430664,68.9800033569336,65.0,65.31999969482422,4974400.0,-0.1073530224742778,-0.1073530224742778,-0.08380923737367652,-0.09090909090909094,-0.09928291893999386,1.9225074907467246
2023-05-17,BOWL,postmarket,Bowlero Corp. Class A Common Stock,,2023-05-17,2023-05-18,BOWL,2023-05-18,11.710000038146973,11.710000038146973,13.350000381469727,11.010000228881836,13.350000381469727,11613500.0,-0.16714084717885036,-0.16714084717885036,-0.060190042015379364,-0.19605692046544043,-0.03749095229847543,5.089612500655446
2023-05-17,CSCO,postmarket,"Cisco Systems, Inc. - Common Stock",,2023-05-17,2023-05-18,CSCO,2023-05-18,48.20000076293945,48.20000076293945,48.25,45.70000076293945,45.7599983215332,41475700.0,0.011967240857481132,0.011967240857481132,0.010259666995127814,-0.027866360463018713,-0.029480448766958767,0.41429789265498185
2023-05-17,DT,premarket,"Dynatrace, Inc. Common Stock",,2023-05-16,2023-05-17,DT,2023-05-17,47.06999969482422,47.06999969482422,47.91999816894531,44.599998474121094,45.97999954223633,6848800.0,0.005554332704667653,0.005554332704667653,0.02153055478189092,-0.025562638670328375,-0.013728000950483099,0.2516539347198363
2023-05-17,FINV,postmarket,FinVolution Group American Depositary Shares,,2023-05-17,2023-05-18,FINV,2023-05-18,3.940000057220459,3.940000057220459,4.099999904632568,3.880000114440918,4.090000152587891,541300.0,-0.005050500185316276,-0.005050500185316276,-0.0036451682429911036,-0.013977084914459481,-0.0048661752498319055,-0.2791317086163271
2023-05-17,INVZ,premarket,Innoviz Technologies Ltd. - Ordinary shares,,2023-05-16,2023-05-17,INVZ,2023-05-17,2.9100000858306885,2.9100000858306885,2.9549999237060547,2.313999891281128,2.450000047683716,3235100.0,0.06985296147865805,0.06985296147865805,0.0460176544524058,-0.12348492449581927,-0.10256409136758815,-0.26401401401401403
2023-05-17,RLX,premarket,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",,2023-05-16,2023-05-17,RLX,2023-05-17,2.440000057220459,2.440000057220459,2.4700000286102295,2.0799999237060547,2.2300000190734863,18815900.0,0.03829793882564547,0.03829793882564547,0.029166637692187747,-0.09170307495422159,-0.07083336230781223,1.4420059441149369
2023-05-17,SNPS,postmarket,"Synopsys, Inc. - Common Stock",,2023-05-17,2023-05-18,SNPS,2023-05-18,409.7099914550781,409.7099914550781,410.9100036621094,386.5,387.5,2005700.0,0.08653337765131996,0.08653337765131996,0.08117141057119404,0.032870089234961375,0.026898088597618885,0.8174157303370786
2023-05-17,TTWO,postmarket,"Take-Two Interactive Software, Inc. - Common Stock",,2023-05-17,2023-05-18,TTWO,2023-05-18,139.6300048828125,139.6300048828125,141.9600067138672,134.75999450683594,138.3800048828125,12476000.0,0.11686137123693774,0.11686137123693774,0.12720346166353513,0.10713106437198139,0.12057662382883172,1.856554092730395
2023-05-17,VSAT,postmarket,"ViaSat, Inc. - Common Stock",,2023-05-17,2023-05-18,VSAT,2023-05-18,40.630001068115234,40.630001068115234,40.849998474121094,36.689998626708984,38.25,835700.0,0.06752495013380999,0.06752495013380999,0.07049262676795864,-0.00217573647154512,0.03183167830833655,0.4825261664005678
2023-05-17,WIX,premarket,Wix.com Ltd. - Ordinary Shares,,2023-05-16,2023-05-17,WIX,2023-05-17,82.52999877929688,82.52999877929688,86.94999694824219,78.12999725341797,85.01000213623047,3375900.0,0.01325969148582029,0.01325969148582029,0.05868744497764644,0.004629042379978854,0.0922523466048657,0.596698670954926
2023-05-18,BEKE,premarket,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),,2023-05-17,2023-05-18,BEKE,2023-05-18,14.970000267028809,14.970000267028809,16.68000030517578,14.760000228881836,16.600000381469727,19043000.0,-0.08159503265544832,-0.08159503265544832,0.015834362221301523,-0.06700376020166299,0.01684530509515003,0.42882868011734954
2023-05-18,BRC,premarket,Brady Corporation Common Stock,,2023-05-17,2023-05-18,BRC,2023-05-18,53.0099983215332,53.0099983215332,53.86000061035156,51.61000061035156,52.5,302200.0,0.03555381409747915,0.03555381409747915,0.04867601188260351,0.020767389409432013,0.033871627846599583,0.5585353274883962
2023-05-18,CSIQ,premarket,Canadian Solar Inc. - Common Shares,,2023-05-17,2023-05-18,CSIQ,2023-05-18,40.18000030517578,40.18000030517578,40.61000061035156,37.06999969482422,40.31999969482422,2952700.0,0.03770658673667637,0.03770658673667637,0.042618737224559444,0.03460780910970529,0.1004366912248218,0.2757399006264851
2023-05-18,CVCO,postmarket,"Cavco Industries, Inc. - Common Stock",,2023-05-18,2023-05-19,CVCO,2023-05-19,275.5199890136719,275.5199890136719,287.20001220703125,252.82000732421875,287.20001220703125,327100.0,-0.060908772427646696,-0.060908772427646696,-0.02972968848975932,-0.12497832093216721,-0.01936006762279452,5.351456310679612
2023-05-18,DOLE,premarket,Dole plc Ordinary Shares,,2023-05-17,2023-05-18,DOLE,2023-05-18,12.920000076293945,12.920000076293945,13.289999961853027,12.355999946594238,12.5,1790000.0,0.08298405245544349,0.08298405245544349,0.10842370438290905,0.04006732555286008,0.04253546610654135,4.646687697160884
2023-05-18,DXC,premarket,DXC Technology Company Common Stock ,,2023-05-17,2023-05-18,DXC,2023-05-18,23.84000015258789,23.84000015258789,24.049999237060547,23.360000610351562,23.850000381469727,3706400.0,0.0033670001235441838,0.0033670001235441838,0.011779502478108883,0.01697872479997553,0.032467531931368754,0.6311226510583989
2023-05-18,EVGN,premarket,Evogene Ltd. - Ordinary Shares,,2023-05-17,2023-05-18,EVGN,2023-05-18,0.6299999952316284,0.6299999952316284,0.6499999761581421,0.6200000047683716,0.6399999856948853,80600.0,-0.04545459060957757,-0.04545459060957757,-0.015151590409901994,-0.01587300085546861,-0.015384601277006582,2.9317073170731707
2023-05-18,EXP,premarket,Eagle Materials Inc Common Stock,,2023-05-17,2023-05-18,EXP,2023-05-18,166.02999877929688,166.02999877929688,166.72000122070312,160.72000122070312,162.3300018310547,642000.0,0.03368200614227557,0.03368200614227557,0.03578525265021426,0.018375324812441196,0.020045258600231985,0.636502676523069
2023-05-18,GLOB,postmarket,Globant S.A. Common Shares,,2023-05-18,2023-05-19,GLOB,2023-05-19,167.39999389648438,167.39999389648438,171.50999450683594,160.61000061035156,161.1300048828125,2446200.0,0.10378471485100893,0.10378471485100893,0.12083381073138977,0.08351889118021782,0.06871393723402508,1.5262831767014355
2023-05-18,GOOS,premarket,Canada Goose Holdings Inc. Subordinate Voting Shares,,2023-05-17,2023-05-18,GOOS,2023-05-18,18.299999237060547,18.299999237060547,22.649999618530273,17.510000228881836,22.549999237060547,12549200.0,-0.10469673390816936,-0.10469673390816936,0.09791568298292685,-0.11877204381852524,0.1235674927726027,3.273813983584784
2023-05-18,LSPD,premarket,Lightspeed Commerce Inc. Subordinate Voting Shares,,2023-05-17,2023-05-18,LSPD,2023-05-18,13.0,13.0,13.800000190734863,12.630000114440918,13.720000267028809,3857400.0,-0.12634409274072478,-0.12634409274072478,-0.09685861047777278,-0.09299820887295829,-0.015781873742957697,1.0864344439636522
2023-05-18,MNRO,premarket,"Monro, Inc.  - Common Stock",,2023-05-17,2023-05-18,MNRO,2023-05-18,45.04999923706055,45.04999923706055,45.40999984741211,41.04999923706055,45.22999954223633,1139700.0,-0.07929697616831632,-0.07929697616831632,-0.07983786724482067,-0.14157257425696768,-0.06646029246641783,1.524252491694352
2023-05-18,MSGE,premarket,Madison Square Garden Entertainment Corp. Class A Common Stock,,2023-05-17,2023-05-18,MSGE,2023-05-18,35.790000915527344,35.790000915527344,38.75,31.75,32.09000015258789,913500.0,0.12795466220813156,0.12795466220813156,0.2139724281761044,0.014539061274862153,0.02002546365063873,1.6227390180878554
2023-05-18,WMT,premarket,Walmart Inc. Common Stock,,2023-05-17,2023-05-18,WMT,2023-05-18,50.4900016784668,50.4900016784668,51.43000030517578,49.983333587646484,50.599998474121094,46768500.0,0.012974001255612766,0.012974001255612766,0.02077411277431751,0.008338388044521583,0.004366760645924117,0.733071715229064
2023-05-19,CINT,premarket,CI&T Inc Class A Common Shares,,2023-05-18,2023-05-19,CINT,2023-05-19,3.569999933242798,3.569999933242798,4.14900016784668,3.4700000286102295,3.799999952316284,641000.0,0.019999980926513672,0.019999980926513672,0.10965500851490351,-0.008571420397077256,0.05263159632734982,3.345762711864407
2023-05-19,QBTS,premarket,D-Wave Quantum Inc. Common Shares,,2023-05-18,2023-05-19,QBTS,2023-05-19,0.48399999737739563,0.48399999737739563,0.5759999752044678,0.47999998927116394,0.5759999752044678,2162900.0,-0.20655739995556033,-0.20655739995556033,-0.08426078254169556,-0.09433959399563019,0.08679246471292368,0.23728619644185112
2023-05-19,RBC,premarket,RBC Bearings Incorporated Common Stock,,2023-05-18,2023-05-19,RBC,2023-05-19,212.5399932861328,212.5399932861328,229.00999450683594,211.11000061035156,227.02000427246094,409800.0,-0.05259874852625557,-0.05259874852625557,0.010635429560488907,-0.03664323629488975,0.0038026202530330178,0.687808896210873
2023-05-22,CSWC,postmarket,Capital Southwest Corporation - Common Stock,,2023-05-22,2023-05-23,CSWC,2023-05-23,18.350000381469727,18.350000381469727,18.790000915527344,18.100000381469727,18.790000915527344,314700.0,0.0021846486452250513,0.0021846486452250513,0.018980497360794324,0.002770146621752456,0.032417589442595096,0.5853904282115869
2023-05-22,LU,postmarket,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",,2023-05-22,2023-05-23,LU,2023-05-23,6.039999961853027,6.039999961853027,6.360000133514404,5.860000133514404,6.239999771118164,3597575.0,-0.044303829462514766,-0.044303829462514766,-0.01547986130682022,-0.07278481418554295,-0.025000050291418274,1.6091599731655575
2023-05-22,NDSN,postmarket,Nordson Corporation - Common Stock,,2023-05-22,2023-05-23,NDSN,2023-05-23,219.5800018310547,219.5800018310547,221.3000030517578,208.91000366210938,216.9600067138672,528800.0,0.015445783634130628,0.015445783634130628,0.01351040469787601,-0.025151653349937853,-0.0024827277523348235,0.30118110236220463
2023-05-22,NIU,premarket,Niu Technologies - American Depositary Shares,,2023-05-19,2023-05-22,NIU,2023-05-22,4.449999809265137,4.449999809265137,4.610000133514404,3.9200000762939453,4.079999923706055,1691500.0,0.09336600038732756,0.09336600038732756,0.1299020146370311,0.012919946308380892,0.04347821845104871,0.7910842863193561
2023-05-22,NNOX,premarket,NANO-X IMAGING LTD - Ordinary Shares,,2023-05-19,2023-05-22,NNOX,2023-05-22,19.709999084472656,19.709999084472656,20.479999542236328,16.329999923706055,16.90999984741211,4211200.0,0.10296576154599624,0.10296576154599624,0.0911027726568523,-0.05113301612901078,-0.027042539473503657,0.8983906595140423
2023-05-22,RBT,postmarket,"Rubicon Technologies, Inc. Class A Common Stock",,2023-05-22,2023-05-23,RBT,2023-05-23,4.559999942779541,4.559999942779541,6.400000095367432,4.559999942779541,6.159999847412109,90325.0,-0.1739130509898733,-0.1739130509898733,0.06666668256123853,-0.06557380413054315,0.05624144051922264,-0.07808114314876247
2023-05-22,SY,premarket,So-Young International Inc. - American Depository Shares,,2023-05-19,2023-05-22,SY,2023-05-22,2.3399999141693115,2.3399999141693115,2.6050000190734863,2.3399999141693115,2.4700000286102295,461200.0,-0.056451654769131054,-0.056451654769131054,0.019569452450051816,-0.040983664223788296,-0.023715392671163626,0.7917637917637919
2023-05-22,YMM,premarket,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),,2023-05-19,2023-05-22,YMM,2023-05-22,5.75,5.75,6.199999809265137,5.599999904632568,6.199999809265137,6937600.0,-0.018771353414361425,-0.018771353414361425,0.0490693687547239,-0.026933137571867327,0.052631570425571095,0.09996670419051545
2023-05-22,ZIM,premarket,ZIM Integrated Shipping Services Ltd. Ordinary Shares,,2023-05-19,2023-05-22,ZIM,2023-05-22,14.680000305175781,14.680000305175781,16.059999465942383,14.5,16.059999465942383,16061500.0,-0.16162192385572427,-0.16162192385572427,-0.10603955861203207,-0.16498703189638342,-0.10529254688942802,5.502894854042673
2023-05-23,A,postmarket,"Agilent Technologies, Inc. Common Stock",,2023-05-23,2023-05-24,A,2023-05-24,120.98999786376953,120.98999786376953,121.08999633789062,113.27999877929688,115.19999694824219,6850400.0,-0.05946829572586654,-0.05946829572586654,-0.0723915844512768,-0.11437733143577677,-0.10718439093152765,1.460278695589714
2023-05-23,AFMD,premarket,Affimed N.V. - Common Stock,,2023-05-22,2023-05-23,AFMD,2023-05-23,9.65999984741211,9.65999984741211,10.699999809265137,9.3100004196167,10.699999809265137,153310.0,-0.0971962598496956,-0.0971962598496956,-0.03603608634755984,-0.09611648085295144,-0.018348606996750005,0.4425103500188181
2023-05-23,AZO,premarket,"AutoZone, Inc. Common Stock",,2023-05-22,2023-05-23,AZO,2023-05-23,2463.409912109375,2463.409912109375,2548.25,2423.449951171875,2492.010009765625,489700.0,-0.05969544766926227,-0.05969544766926227,-0.0489830192200037,-0.07395875002985286,-0.06709966878217122,1.7357541899441342
2023-05-23,BBAR,postmarket,Banco BBVA Argentina S.A. ADS,,2023-05-23,2023-05-24,BBAR,2023-05-24,4.409999847412109,4.409999847412109,4.420000076293945,4.190000057220459,4.369999885559082,664600.0,0.011467823937290289,0.011467823937290289,-0.017777760823567745,-0.002380893452094579,0.035545048062815,0.0788961038961038
2023-05-23,BJ,premarket,"BJ's Wholesale Club Holdings, Inc. Common Stock",,2023-05-22,2023-05-23,BJ,2023-05-23,64.55000305175781,64.55000305175781,66.4000015258789,63.150001525878906,65.70500183105469,7856000.0,-0.07255740708444103,-0.07255740708444103,-0.056684158237914395,-0.08292185643132688,-0.06001430047567469,1.3398361876396128
2023-05-23,BORR,premarket,Borr Drilling Limited Common Shares,,2023-05-22,2023-05-23,BORR,2023-05-23,7.309999942779541,7.309999942779541,7.559999942779541,7.2220001220703125,7.25,1446900.0,0.0013698290114252387,0.0013698290114252387,0.011371242706544438,0.001664366693460373,-0.0068493410175966,-0.12101330417350098
2023-05-23,CAAP,postmarket,Corporacion America Airports SA Common Shares,,2023-05-23,2023-05-24,CAAP,2023-05-24,10.760000228881836,10.760000228881836,12.574000358581543,10.5,11.789999961853027,190700.0,-0.02270662986402039,-0.02270662986402039,0.12067736714156863,-0.024163589530783347,0.07279346746096138,0.4241971620612397
2023-05-23,CTRN,premarket,"Citi Trends, Inc. - Common Stock",,2023-05-22,2023-05-23,CTRN,2023-05-23,16.979999542236328,16.979999542236328,17.860000610351562,16.540000915527344,16.540000915527344,353200.0,-0.058236334133192624,-0.058236334133192624,-0.021905783872751217,-0.045585632524905884,-0.05269176501638395,0.42476805163372333
2023-05-23,DAVA,premarket,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),,2023-05-22,2023-05-23,DAVA,2023-05-23,54.189998626708984,54.189998626708984,56.41999816894531,48.56999969482422,50.5,611700.0,-0.03456266532138497,-0.03456266532138497,-0.00388420238477849,-0.07043062785025422,-0.044284635613750734,0.6536901865369018
2023-05-23,DKS,premarket,Dick's Sporting Goods Inc Common Stock,,2023-05-22,2023-05-23,DKS,2023-05-23,124.58000183105469,124.58000183105469,130.38999938964844,123.62000274658203,128.6999969482422,4968900.0,-0.014398731589030822,-0.014398731589030822,0.01636921204627284,-0.011435427991024594,0.013385802742064579,0.5139853747714809
2023-05-23,HSAI,postmarket,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",,2023-05-23,2023-05-24,HSAI,2023-05-24,8.109999656677246,8.109999656677246,9.6899995803833,7.659999847412109,9.6899995803833,868100.0,-0.13447174431920017,-0.13447174431920017,-0.016243735521820568,-0.16063998378147626,-0.016243735521820568,1.131876227897839
2023-05-23,KC,premarket,Kingsoft Cloud Holdings Limited - American Depositary Shares,,2023-05-22,2023-05-23,KC,2023-05-23,4.340000152587891,4.340000152587891,4.489999771118164,4.164999961853027,4.489999771118164,2829500.0,-0.08631575734991781,-0.08631575734991781,-0.06458341818716451,-0.06404491227588915,-0.004434691075089092,0.5390263802012509
2023-05-23,LOW,premarket,"Lowe's Companies, Inc. Common Stock",,2023-05-22,2023-05-23,LOW,2023-05-23,206.64999389648438,206.64999389648438,209.75,202.44000244140625,202.8300018310547,6507500.0,0.01722864929931256,0.01722864929931256,0.006622857969720508,-0.0023163038402275182,-0.01872276330103939,0.8398360192253322
2023-05-23,NMM,premarket,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,,2023-05-22,2023-05-23,NMM,2023-05-23,22.31999969482422,22.31999969482422,22.600000381469727,21.850000381469727,21.850000381469727,154900.0,-0.0119522114183227,-0.0119522114183227,-0.010940918854545734,-0.01709397969372939,-0.026292341289940513,-0.30350719424460426
2023-05-23,OOMA,postmarket,"Ooma, Inc. Common Stock",,2023-05-23,2023-05-24,OOMA,2023-05-24,12.699999809265137,12.699999809265137,12.960000038146973,12.489999771118164,12.75,154800.0,-0.029051996686346282,-0.029051996686346282,-0.03355703313836944,-0.03552123899012438,-0.03628114579323649,0.2626427406199021
2023-05-23,REE,premarket,REE Automotive Ltd. - Class A Ordinary Shares,,2023-05-22,2023-05-23,REE,2023-05-23,11.25,11.25,12.0,11.100000381469727,11.25,47870.0,-0.0625,-0.0625,-0.022004926462152907,-0.013333299424913236,0.0,1.3200697911113264
2023-05-23,TOL,postmarket,"Toll Brothers, Inc. Common Stock",,2023-05-23,2023-05-24,TOL,2023-05-24,65.08999633789062,65.08999633789062,66.19999694824219,64.4000015258789,64.48999786376953,3364400.0,0.021019550398284403,0.021019550398284403,0.02858912865819141,0.01673510215878493,0.007498761311044877,0.46265542126771586
2023-05-23,VFC,premarket,V.F. Corporation Common Stock,,2023-05-22,2023-05-23,VFC,2023-05-23,18.969999313354492,18.969999313354492,19.75,18.940000534057617,19.260000228881836,10466500.0,-0.030163607806594883,-0.030163607806594883,0.008682332837403273,0.02157495139038912,0.021208886828493867,-0.02106306761319532
2023-05-23,VIPS,premarket,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",,2023-05-22,2023-05-23,VIPS,2023-05-23,14.170000076293945,14.170000076293945,14.949999809265137,13.920000076293945,14.949999809265137,12438300.0,-0.04450437294723697,-0.04450437294723697,-0.016447368627439896,-0.06009455220162563,0.0033557175848972776,0.3042288374629072
2023-05-23,WSM,premarket,"Williams-Sonoma, Inc. Common Stock (DE)",,2023-05-22,2023-05-23,WSM,2023-05-23,111.8499984741211,111.8499984741211,119.66999816894531,111.66999816894531,116.5999984741211,3625700.0,-0.0027639548668543235,-0.0027639548668543235,0.04033729843421985,0.0049495627139029,0.021910605025704966,0.6548906841937103
2023-05-23,ZEPP,premarket,Zepp Health Corporation American Depositary Shares,,2023-05-22,2023-05-23,ZEPP,2023-05-23,1.2489999532699585,1.2489999532699585,1.340000033378601,1.2400000095367432,1.25,69400.0,-0.06791050585215286,-0.06791050585215286,-0.04761898710057155,-0.06060609070941536,-0.05303034065949652,2.1121076233183858
2023-05-24,ADI,premarket,"Analog Devices, Inc. - Common Stock",,2023-05-23,2023-05-24,ADI,2023-05-24,173.1999969482422,173.1999969482422,176.6300048828125,169.74000549316406,171.5,10367100.0,-0.07833121202709592,-0.07833121202709592,-0.07212647448789955,-0.09423686754800698,-0.09636963977630952,1.682510932284524
2023-05-24,AEO,premarket,"American Eagle Outfitters, Inc. Common Stock",,2023-05-23,2023-05-24,AEO,2023-05-24,12.069999694824219,12.069999694824219,12.460000038146973,11.739999771118164,12.399999618530273,11011200.0,0.04502160134217892,0.04502160134217892,0.05503806904617958,0.019097161858724343,0.06255351649219132,0.5647799457147324
2023-05-24,ANF,premarket,Abercrombie & Fitch Company Common Stock,,2023-05-23,2023-05-24,ANF,2023-05-24,30.15999984741211,30.15999984741211,30.290000915527344,26.610000610351562,27.350000381469727,13645200.0,0.3107344436075099,0.3107344436075099,0.29278704741784245,0.17483448381966227,0.2053768064226118,4.487492962277809
2023-05-24,APPS,premarket,"Digital Turbine, Inc. - Common Stock",,2023-05-23,2023-05-24,APPS,2023-05-24,14.430000305175781,14.430000305175781,14.609999656677246,14.020000457763672,14.25,3697800.0,0.0055749074271356225,0.0055749074271356225,0.004123674581158365,-0.014064683931748312,0.0,0.8534409302791841
2023-05-24,BLRX,premarket,BioLineRx Ltd. - American Depositary Shares,,2023-05-23,2023-05-24,BLRX,2023-05-24,1.559999942779541,1.559999942779541,1.5700000524520874,1.5,1.5399999618530273,486600.0,0.039999961853027344,0.039999961853027344,-0.01874998183921006,0.01351350045186761,-0.0064516069489635175,0.3994823123382225
2023-05-24,CLGN,premarket,CollPlant Biotechnologies Ltd. - Ordinary Shares,,2023-05-23,2023-05-24,CLGN,2023-05-24,7.610000133514404,7.610000133514404,7.980000019073486,7.258999824523926,7.980000019073486,9100.0,0.0569444909875787,0.0569444909875787,0.1083333653432359,0.03110793520704158,0.12552889243038168,0.5964912280701755
2023-05-24,ELF,premarket,"e.l.f. Beauty, Inc. Common Stock",,2023-05-23,2023-05-24,ELF,2023-05-24,86.44999694824219,86.44999694824219,86.70999908447266,83.80000305175781,84.38999938964844,2039500.0,0.01693912217181337,0.01693912217181337,0.00046153128386339226,-0.010041328515053016,-0.013559364356861225,1.0638534709572962
2023-05-24,EXAI,premarket,Exscientia Plc - American Depositary Shares,,2023-05-23,2023-05-24,EXAI,2023-05-24,8.069999694824219,8.069999694824219,8.100000381469727,6.340000152587891,7.320000171661377,570400.0,0.06044672184484967,0.06044672184484967,0.006211203670828613,-0.08908044283921446,-0.04062908756617445,-0.45619220135379923
2023-05-24,EXPR,premarket,"Express, Inc. Common Stock",,2023-05-23,2023-05-24,EXPR,2023-05-24,13.399999618530273,13.399999618530273,14.0,13.0,13.600000381469727,252015.0,-0.1728395686754971,-0.1728395686754971,-0.1666666288224461,-0.1875,-0.16049384314954573,3.4890452440327753
2023-05-24,FUTU,premarket,Futu Holdings Limited - American Depositary Shares,,2023-05-23,2023-05-24,FUTU,2023-05-24,39.119998931884766,39.119998931884766,40.29999923706055,38.02000045776367,39.0,4002700.0,0.012946660119847797,0.012946660119847797,0.010278261561430524,-0.014259767731715889,-0.006116250463834683,1.2080207413945279
2023-05-24,GES,premarket,"Guess?, Inc. Common Stock",,2023-05-23,2023-05-24,GES,2023-05-24,17.3700008392334,17.3700008392334,18.229999542236328,17.209999084472656,18.229999542236328,1971400.0,-0.007995396220356166,-0.007995396220356166,0.020145421717751466,-0.014882669668056958,0.031108553595416755,0.7069876179755823
2023-05-24,ITRN,premarket,Ituran Location and Control Ltd. - Ordinary Shares,,2023-05-23,2023-05-24,ITRN,2023-05-24,23.75,23.75,23.799999237060547,22.670000076293945,23.0,16600.0,0.0416667015231853,0.0416667015231853,0.03703696931869849,0.016136289510052526,0.029082756484835937,0.024691358024691468
2023-05-24,MOD,postmarket,Modine Manufacturing Company Common Stock,,2023-05-24,2023-05-25,MOD,2023-05-25,24.420000076293945,24.420000076293945,24.5,22.280000686645508,23.43000030517578,1037700.0,0.23770910506194687,0.23770910506194687,0.2027490913408343,0.1402251608361409,0.15022088070063822,1.7723751001870158
2023-05-24,PATH,postmarket,"UiPath, Inc. Class A Common Stock",,2023-05-24,2023-05-25,PATH,2023-05-25,14.510000228881836,14.510000228881836,14.760000228881836,13.300000190734863,14.600000381469727,35767800.0,-0.11199509832417132,-0.11199509832417132,-0.1121804373604911,-0.17391305120449063,-0.10319411758710095,1.5828296614024828
2023-05-24,PGRU,premarket,PropertyGuru Group Limited Ordinary Shares,,2023-05-23,2023-05-24,PGRU,2023-05-24,4.489999771118164,4.489999771118164,4.489999771118164,4.302999973297119,4.360000133514404,9100.0,0.039351757569817236,0.039351757569817236,-0.01318690485747176,0.0006976238207430097,-0.011337803997214624,-0.38095238095238093
2023-05-24,PLAB,premarket,"Photronics, Inc. - Common Stock",,2023-05-23,2023-05-24,PLAB,2023-05-24,18.360000610351562,18.360000610351562,19.729999542236328,17.979999542236328,18.920000076293945,1654800.0,0.06682170755700212,0.06682170755700212,0.12549907412535344,0.0588928166642515,0.11032858331911766,1.6362912219213
2023-05-24,RAMP,postmarket,"LiveRamp Holdings, Inc. Common Stock",,2023-05-24,2023-05-25,RAMP,2023-05-25,23.639999389648438,23.639999389648438,27.40999984741211,23.149999618530273,27.40999984741211,1289500.0,-0.1172517257836706,-0.1172517257836706,0.015185179533781845,-0.10166863766756651,0.04379282591419997,0.6163198796690901
2023-05-24,RRGB,postmarket,"Red Robin Gourmet Burgers, Inc. - Common Stock",,2023-05-24,2023-05-25,RRGB,2023-05-25,14.640000343322754,14.640000343322754,16.5,14.569999694824219,16.420000076293945,1475900.0,0.013148826059900198,0.013148826059900198,0.13013695677307968,0.05122655524777886,0.1795977001650706,1.172038263428992
