date,symbol,security_name,before_eps_date,after_eps_date,Adj Close,Close,Adj Close_pct_change,Close_pct_change,EPS Estimate,Reported EPS,Surprise(%)
2023-01-03,SGH,"SMART Global Holdings, Inc. - Ordinary Shares",2023-01-03,2023-01-04,15.75,15.75,0.0416666745508789,0.0416666745508789,0.57,0.79,0.3831
2023-01-04,RGP,"Resources Connection, Inc. - Common Stock",2023-01-04,2023-01-05,14.715991020202637,15.420000076293944,-0.1718582388186518,-0.1718582501992627,0.47,0.59,0.2553
2023-01-04,SLP,"Simulations Plus, Inc. - Common Stock",2023-01-04,2023-01-05,34.700557708740234,34.959999084472656,-0.070954001588966,-0.0709540767434346,0.09,0.06,-0.2941
2023-01-05,CAG,"ConAgra Brands, Inc. Common Stock",2023-01-04,2023-01-05,37.90104293823242,39.970001220703125,0.0341526937743483,0.0341526427609681,0.66,0.81,0.2193
2023-01-05,HELE,Helen of Troy Limited - Common Stock,2023-01-04,2023-01-05,110.97000122070312,110.97000122070312,-0.0143009467415681,-0.0143009467415681,2.61,2.75,0.0550999999999999
2023-01-05,LNN,Lindsay Corporation Common Stock,2023-01-04,2023-01-05,159.71322631835938,161.86000061035156,0.0333247576412674,0.033324829169069,1.18,1.65,0.3983
2023-01-05,LW,"Lamb Weston Holdings, Inc. Common Stock ",2023-01-04,2023-01-05,94.63156127929688,96.02999877929688,0.0977364423192996,0.0977365694360781,0.74,1.28,0.7231000000000001
2023-01-05,MSM,"MSC Industrial Direct Company, Inc. Common Stock",2023-01-04,2023-01-05,73.64153289794922,77.02999877929688,-0.0548466177891285,-0.0548466407448235,1.46,1.48,0.0126
2023-01-05,RPM,RPM International Inc. Common Stock,2023-01-04,2023-01-05,83.17749786376953,85.16999816894531,-0.131095724482937,-0.1310956836788471,1.1,1.1,-0.0026
2023-01-09,APLD,Applied Digital Corporation - Common Stock,2023-01-09,2023-01-10,2.1700000762939453,2.1700000762939453,0.0432693057159021,0.0432693057159021,-0.06,-0.28,-3.4213
2023-01-09,AYI,"Acuity Brands, Inc. ",2023-01-06,2023-01-09,174.01583862304688,174.64999389648438,0.0288055211221152,0.0288053696270089,3.01,3.29,0.0947
2023-01-09,AZZ,AZZ Inc.,2023-01-09,2023-01-10,44.16817092895508,45.0,0.0660980710108936,0.0660981041469312,0.79,0.88,0.1186
2023-01-09,PSMT,"PriceSmart, Inc. - Common Stock",2023-01-09,2023-01-10,66.48921203613281,67.80999755859375,0.074132548393822,0.0741326851147832,0.98,1.05,0.0769
2023-01-09,VOXX,VOXX International Corporation - Class A Common Stock,2023-01-09,2023-01-10,9.479999542236328,9.479999542236328,0.0452039538265998,0.0452039538265998,0.11,0.3,1.8571
2023-01-10,ACI,"Albertsons Companies, Inc. Class A Common Stock",2023-01-09,2023-01-10,20.712566375732425,21.299999237060547,0.0181643516886416,0.018164395763899,0.67,0.87,0.2987
2023-01-13,BAC,Bank of America Corporation Common Stock,2023-01-12,2023-01-13,33.92719650268555,35.22999954223633,0.0220480467021759,0.0220481083440384,0.77,0.85,0.1073
2023-01-13,BK,The Bank of New York Mellon Corporation Common Stock,2023-01-12,2023-01-13,49.029998779296875,49.029998779296875,0.0180647619319191,0.0180647619319191,0.87,0.62,-0.2857
2023-01-13,BLK,"BlackRock, Inc. Common Stock",2023-01-12,2023-01-13,732.8601684570312,753.989990234375,3.98110955188713e-05,3.9747812676349525e-05,8.11,8.93,0.1008
2023-01-13,UNH,UnitedHealth Group Incorporated Common Stock (DE),2023-01-12,2023-01-13,489.5700073242187,489.5700073242187,-0.0123065869192529,-0.0123065869192529,5.17,5.34,0.0333
2023-01-13,WIT,Wipro Limited Common Stock,2023-01-12,2023-01-13,4.768508434295654,4.789999961853027,-0.0103306637769151,-0.0103306175947388,0.07,0.07,
2023-01-17,EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",2023-01-13,2023-01-17,37.529998779296875,37.529998779296875,-0.1198405413577961,-0.1198405413577961,0.12,0.01,-0.9153
2023-01-17,FBK,FB Financial Corporation Common Stock,2023-01-13,2023-01-17,36.11353302001953,36.959999084472656,-0.0191080743501048,-0.0191083124965958,0.79,0.81,0.0286
2023-01-17,FULT,Fulton Financial Corporation - Common Stock,2023-01-13,2023-01-17,15.832978248596191,16.600000381469727,-0.0142517178667043,-0.0142517677519903,0.5,0.47,-0.0623
2023-01-17,GNTY,"Guaranty Bancshares, Inc. Common Stock",2023-01-13,2023-01-17,34.63999938964844,34.63999938964844,-0.0253236213476206,-0.0253236213476206,0.86,0.67,-0.2209
2023-01-17,HWC,Hancock Whitney Corporation - Common Stock,2023-01-17,2023-01-18,47.52000045776367,47.52000045776367,-0.0569557246804481,-0.0569557246804481,1.65,1.65,0.0012
2023-01-17,IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",2023-01-13,2023-01-17,76.74665832519531,77.19000244140625,-0.0002588963185341,-0.0002589903290185,1.17,1.3,0.113
2023-01-17,MBWM,Mercantile Bank Corporation - Common Stock,2023-01-13,2023-01-17,36.59000015258789,36.59000015258789,0.0430444196897523,0.0430444196897523,1.2,1.37,0.142
2023-01-17,MS,Morgan Stanley Common Stock,2023-01-13,2023-01-17,92.55252838134766,97.08000183105467,0.0591315555075946,0.0591315508662348,1.19,1.26,0.0572
2023-01-17,UCBI,"United Community Banks, Inc. - Common Stock",2023-01-17,2023-01-18,32.02000045776367,32.02000045776367,-0.0809414374992404,-0.0809414374992404,0.83,0.75,-0.0936999999999999
2023-01-18,AA,Alcoa Corporation Common Stock ,2023-01-18,2023-01-19,48.760040283203125,49.52000045776367,-0.0735265572606982,-0.0735266650903533,-0.92,-0.7,0.2375
2023-01-18,DFS,Discover Financial Services Common Stock,2023-01-18,2023-01-19,101.9000015258789,101.9000015258789,-0.0042993436364704,-0.0042993436364704,3.66,3.77,0.0312
2023-01-18,JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",2023-01-17,2023-01-18,185.02000427246097,185.02000427246097,0.0495207403641944,0.0495207403641944,2.46,1.92,-0.2186
2023-01-18,KMI,"Kinder Morgan, Inc. Common Stock",2023-01-18,2023-01-19,18.75,18.75,0.0212417961156579,0.0212417961156579,0.3,0.31,0.0281
2023-01-18,PFBC,Preferred Bank - Common Stock,2023-01-18,2023-01-19,68.93000030517578,68.93000030517578,-0.0208806987051378,-0.0208806987051378,2.57,2.71,0.0546
2023-01-18,PLD,"Prologis, Inc. Common Stock",2023-01-17,2023-01-18,119.2868423461914,122.6500015258789,0.0101302036662009,0.0101301546325354,0.56,0.63,0.115
2023-01-18,WTFC,Wintrust Financial Corporation - Common Stock,2023-01-18,2023-01-19,84.7699966430664,84.7699966430664,0.024410835565757,0.024410835565757,2.58,2.23,-0.1354
2023-01-19,BANC,"Banc of California, Inc. Common Stock",2023-01-18,2023-01-19,16.296876907348633,16.809999465942383,-0.0082597269221296,-0.0082596631678729,0.43,0.45,0.0437
2023-01-19,CMA,Comerica Incorporated Common Stock,2023-01-18,2023-01-19,69.83999633789062,69.83999633789062,0.0591445822276073,0.0591445822276073,2.55,2.58,0.012
2023-01-19,IIIN,"Insteel Industries, Inc. Common Stock",2023-01-18,2023-01-19,24.94120216369629,26.88999938964844,-0.1334193880681297,-0.1334193105183788,0.85,0.57,-0.3293999999999999
2023-01-19,NTRS,Northern Trust Corporation - Common Stock,2023-01-18,2023-01-19,90.45999908447266,90.45999908447266,-0.0859856727419166,-0.0859856727419166,1.8,0.71,-0.6056
2023-01-19,OCFC,OceanFirst Financial Corp. - Common Stock,2023-01-19,2023-01-20,21.099016189575195,22.420000076293945,0.0784030648514231,0.0784030345832842,0.62,0.67,0.0784
2023-01-19,OZK,Bank OZK - Common Stock,2023-01-19,2023-01-20,43.130001068115234,43.130001068115234,0.0742216545201264,0.0742216545201264,1.32,1.34,0.0116
2023-01-19,WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),2023-01-18,2023-01-19,83.37000274658203,83.37000274658203,-0.0004795697610731,-0.0004795697610731,0.98,1.01,0.0354
2023-01-20,ALLY,Ally Financial Inc. Common Stock,2023-01-19,2023-01-20,29.84147071838379,31.43000030517578,0.2000764433397686,0.2000763522056459,1.0,1.08,0.084
2023-01-20,HBAN,Huntington Bancshares Incorporated - Common Stock,2023-01-19,2023-01-20,14.109999656677246,14.109999656677246,0.0064193435074915,0.0064193435074915,0.41,0.42,0.0331
2023-01-20,RF,Regions Financial Corporation Common Stock,2023-01-19,2023-01-20,21.346723556518555,22.690000534057617,0.0461042450395992,0.0461041943465976,0.66,0.66,0.0076
2023-01-20,SLB,Schlumberger N.V. Common Stock,2023-01-19,2023-01-20,57.349998474121094,57.349998474121094,-0.000522875451998,-0.000522875451998,0.68,0.71,0.0412999999999999
