date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date
2023-10-13,JPM,premarket,JP Morgan Chase & Co. Common Stock,,2023-10-12,2023-10-13
2023-10-13,PNC,premarket,"PNC Financial Services Group, Inc. (The) Common Stock",,2023-10-12,2023-10-13
2023-10-13,UNH,premarket,UnitedHealth Group Incorporated Common Stock (DE),,2023-10-12,2023-10-13
2023-10-13,WFC,premarket,Wells Fargo & Company Common Stock,,2023-10-12,2023-10-13
2023-10-16,FBK,postmarket,FB Financial Corporation Common Stock,,2023-10-16,2023-10-17
2023-10-16,GNTY,premarket,"Guaranty Bancshares, Inc. Common Stock",,2023-10-13,2023-10-16
2023-10-16,SFBS,premarket,"ServisFirst Bancshares, Inc. Common Stock",,2023-10-13,2023-10-16
2023-10-17,ACI,premarket,"Albertsons Companies, Inc. Class A Common Stock",,2023-10-16,2023-10-17
2023-10-17,BAC,premarket,Bank of America Corporation Common Stock,,2023-10-16,2023-10-17
2023-10-17,BK,premarket,The Bank of New York Mellon Corporation Common Stock,,2023-10-16,2023-10-17
2023-10-17,CFB,premarket,"CrossFirst Bankshares, Inc. - Common Stock",,2023-10-16,2023-10-17
2023-10-17,EQBK,postmarket,"Equity Bancshares, Inc. Class A Common Stock",,2023-10-17,2023-10-18
2023-10-17,FULT,premarket,Fulton Financial Corporation - Common Stock,,2023-10-16,2023-10-17
2023-10-17,HWC,postmarket,Hancock Whitney Corporation - Common Stock,,2023-10-17,2023-10-18
2023-10-17,IBKR,premarket,"Interactive Brokers Group, Inc. - Class A Common Stock",,2023-10-16,2023-10-17
2023-10-17,JBHT,premarket,"J.B. Hunt Transport Services, Inc. - Common Stock",,2023-10-16,2023-10-17
2023-10-17,JNJ,premarket,Johnson & Johnson Common Stock,,2023-10-16,2023-10-17
2023-10-17,LMT,premarket,Lockheed Martin Corporation Common Stock,,2023-10-16,2023-10-17
2023-10-17,MBWM,premarket,Mercantile Bank Corporation - Common Stock,,2023-10-16,2023-10-17
2023-10-17,OMC,postmarket,Omnicom Group Inc. Common Stock,,2023-10-17,2023-10-18
2023-10-17,PFBC,postmarket,Preferred Bank - Common Stock,,2023-10-17,2023-10-18
2023-10-17,PLD,premarket,"Prologis, Inc. Common Stock",,2023-10-16,2023-10-17
2023-10-17,PNFP,postmarket,"Pinnacle Financial Partners, Inc. - Common Stock",,2023-10-17,2023-10-18
2023-10-17,WTFC,postmarket,Wintrust Financial Corporation - Common Stock,,2023-10-17,2023-10-18
2023-10-18,AA,postmarket,Alcoa Corporation Common Stock ,,2023-10-18,2023-10-19
2023-10-18,ABT,premarket,Abbott Laboratories Common Stock,,2023-10-17,2023-10-18
2023-10-18,ALLY,premarket,Ally Financial Inc. Common Stock,,2023-10-17,2023-10-18
2023-10-18,CCI,postmarket,Crown Castle Inc. Common Stock,,2023-10-18,2023-10-19
2023-10-18,CFG,premarket,"Citizens Financial Group, Inc. Common Stock",,2023-10-17,2023-10-18
2023-10-18,CNS,postmarket,Cohen & Steers Inc Common Stock,,2023-10-18,2023-10-19
2023-10-18,COLB,postmarket,"Columbia Banking System, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-18,DFS,postmarket,Discover Financial Services Common Stock,,2023-10-18,2023-10-19
2023-10-18,EFX,postmarket,"Equifax, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-18,ELV,premarket,"Elevance Health, Inc. Common Stock",,2023-10-17,2023-10-18
2023-10-18,FHN,premarket,First Horizon Corporation Common Stock,,2023-10-17,2023-10-18
2023-10-18,FR,postmarket,"First Industrial Realty Trust, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-18,GSBC,postmarket,"Great Southern Bancorp, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-18,KMI,postmarket,"Kinder Morgan, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-18,LBRT,postmarket,Liberty Energy Inc. Class A common stock,,2023-10-18,2023-10-19
2023-10-18,LVS,postmarket,Las Vegas Sands Corp. Common Stock,,2023-10-18,2023-10-19
2023-10-18,MS,premarket,Morgan Stanley Common Stock,,2023-10-17,2023-10-18
2023-10-18,MTB,premarket,M&T Bank Corporation Common Stock,,2023-10-17,2023-10-18
2023-10-18,NTRS,premarket,Northern Trust Corporation - Common Stock,,2023-10-17,2023-10-18
2023-10-18,PPG,postmarket,"PPG Industries, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-18,REXR,postmarket,"Rexford Industrial Realty, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-18,SLG,postmarket,SL Green Realty Corp Common Stock,,2023-10-18,2023-10-19
2023-10-18,STLD,postmarket,"Steel Dynamics, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-18,STT,premarket,State Street Corporation Common Stock,,2023-10-17,2023-10-18
2023-10-18,TRV,premarket,"The Travelers Companies, Inc. Common Stock",,2023-10-17,2023-10-18
2023-10-18,UCBI,premarket,"United Community Banks, Inc. - Common Stock",,2023-10-17,2023-10-18
2023-10-18,UNF,premarket,Unifirst Corporation Common Stock,,2023-10-17,2023-10-18
2023-10-18,USB,premarket,U.S. Bancorp Common Stock,,2023-10-17,2023-10-18
2023-10-18,WGO,premarket,"Winnebago Industries, Inc. Common Stock",,2023-10-17,2023-10-18
2023-10-18,WIT,premarket,Wipro Limited Common Stock,,2023-10-17,2023-10-18
2023-10-19,AMTB,postmarket,Amerant Bancorp Inc. Class A Common Stock,,2023-10-19,2023-10-20
2023-10-19,ASB,postmarket,Associated Banc-Corp Common Stock,,2023-10-19,2023-10-20
2023-10-19,AUB,premarket,Atlantic Union Bankshares Corporation Common Stock,,2023-10-18,2023-10-19
2023-10-19,BKU,premarket,"BankUnited, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-19,BMI,premarket,"Badger Meter, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-19,CSX,postmarket,CSX Corporation - Common Stock,,2023-10-19,2023-10-20
2023-10-19,DCOM,premarket,"Dime Community Bancshares, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-19,EWBC,premarket,"East West Bancorp, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-19,FPH,premarket,"Five Point Holdings, LLC Class A Common Shares",,2023-10-18,2023-10-19
2023-10-19,GBCI,postmarket,"Glacier Bancorp, Inc. Common Stock",,2023-10-19,2023-10-20
2023-10-19,GPC,premarket,Genuine Parts Company Common Stock,,2023-10-18,2023-10-19
2023-10-19,HFWA,premarket,Heritage Financial Corporation - Common Stock,,2023-10-18,2023-10-19
2023-10-19,IIIN,premarket,"Insteel Industries, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-19,IRDM,premarket,Iridium Communications Inc - Common Stock,,2023-10-18,2023-10-19
2023-10-19,KNX,postmarket,Knight-Swift Transportation Holdings Inc.,,2023-10-19,2023-10-20
2023-10-19,LNN,premarket,Lindsay Corporation Common Stock,,2023-10-18,2023-10-19
2023-10-19,MCB,postmarket,Metropolitan Bank Holding Corp. Common Stock,,2023-10-19,2023-10-20
2023-10-19,MMC,premarket,"Marsh & McLennan Companies, Inc. Common Stock",,2023-10-18,2023-10-19
2023-10-19,OCFC,postmarket,OceanFirst Financial Corp. - Common Stock,,2023-10-19,2023-10-20
2023-10-19,OZK,postmarket,Bank OZK - Common Stock,,2023-10-19,2023-10-20
2023-10-19,PINE,postmarket,"Alpine Income Property Trust, Inc. Common Stock",,2023-10-19,2023-10-20
2023-10-19,PM,premarket,Philip Morris International Inc Common Stock,,2023-10-18,2023-10-19
2023-10-19,POOL,premarket,Pool Corporation - Common Stock,,2023-10-18,2023-10-19
2023-10-19,SNA,premarket,Snap-On Incorporated Common Stock,,2023-10-18,2023-10-19
2023-10-19,SNV,premarket,Synovus Financial Corp. Common Stock,,2023-10-18,2023-10-19
2023-10-19,STBA,premarket,"S&T Bancorp, Inc. - Common Stock",,2023-10-18,2023-10-19
2023-10-19,T,premarket,AT&T Inc.,,2023-10-18,2023-10-19
2023-10-19,TFC,premarket,Truist Financial Corporation Common Stock,,2023-10-18,2023-10-19
2023-10-19,TFIN,postmarket,"Triumph Financial, Inc. - Common Stock",,2023-10-19,2023-10-20
2023-10-19,UNP,premarket,Union Pacific Corporation Common Stock,,2023-10-18,2023-10-19
2023-10-19,WBS,premarket,Webster Financial Corporation Common Stock,,2023-10-18,2023-10-19
2023-10-19,WNS,premarket,WNS (Holdings) Limited Sponsored ADR (Jersey),,2023-10-18,2023-10-19
2023-10-20,AXP,premarket,American Express Company Common Stock,,2023-10-19,2023-10-20
2023-10-20,BHLB,premarket,"Berkshire Hills Bancorp, Inc. Common Stock",,2023-10-19,2023-10-20
2023-10-20,CMA,premarket,Comerica Incorporated Common Stock,,2023-10-19,2023-10-20
2023-10-20,EEFT,premarket,"Euronet Worldwide, Inc. - Common Stock",,2023-10-19,2023-10-20
2023-10-20,FBP,premarket,First BanCorp. New Common Stock,,2023-10-19,2023-10-20
2023-10-20,HBAN,premarket,Huntington Bancshares Incorporated - Common Stock,,2023-10-19,2023-10-20
2023-10-20,INDB,premarket,Independent Bank Corp. - Common Stock,,2023-10-19,2023-10-20
2023-10-20,IPG,premarket,"Interpublic Group of Companies, Inc. (The) Common Stock",,2023-10-19,2023-10-20
2023-10-20,OFG,premarket,OFG Bancorp Common Stock,,2023-10-19,2023-10-20
2023-10-20,RF,premarket,Regions Financial Corporation Common Stock,,2023-10-19,2023-10-20
2023-10-20,SLB,premarket,Schlumberger N.V. Common Stock,,2023-10-19,2023-10-20
2023-10-20,SXT,premarket,Sensient Technologies Corporation Common Stock,,2023-10-19,2023-10-20
2023-10-20,WRLD,premarket,World Acceptance Corporation - Common Stock,,2023-10-19,2023-10-20
2023-10-23,AAN,postmarket,"Aarons Holdings Company, Inc. Common Stock ",,2023-10-23,2023-10-24
2023-10-23,ARE,postmarket,"Alexandria Real Estate Equities, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-23,BMRC,premarket,Bank of Marin Bancorp - Common Stock,,2023-10-20,2023-10-23
2023-10-23,BOH,premarket,Bank of Hawaii Corporation Common Stock,,2023-10-20,2023-10-23
2023-10-23,BRO,postmarket,"Brown & Brown, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-23,CADE,postmarket,Cadence Bank Common Stock,,2023-10-23,2023-10-24
2023-10-23,CALX,postmarket,"Calix, Inc Common Stock",,2023-10-23,2023-10-24
2023-10-23,CATY,postmarket,Cathay General Bancorp - Common Stock,,2023-10-23,2023-10-24
2023-10-23,CCK,postmarket,"Crown Holdings, Inc.",,2023-10-23,2023-10-24
2023-10-23,CDNS,premarket,"Cadence Design Systems, Inc. - Common Stock",,2023-10-20,2023-10-23
2023-10-23,CR,postmarket,Crane Company Common Stock,,2023-10-23,2023-10-24
2023-10-23,HLX,postmarket,"Helix Energy Solutions Group, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-23,HOPE,premarket,"Hope Bancorp, Inc. - Common Stock",,2023-10-20,2023-10-23
2023-10-23,HSTM,postmarket,"HealthStream, Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-23,HXL,postmarket,Hexcel Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-23,IBTX,premarket,"Independent Bank Group, Inc - Common Stock",,2023-10-20,2023-10-23
2023-10-23,KREF,premarket,KKR Real Estate Finance Trust Inc. Common Stock,,2023-10-20,2023-10-23
2023-10-23,LOGI,premarket,Logitech International S.A. - Registered Shares,,2023-10-20,2023-10-23
2023-10-23,MEDP,postmarket,"Medpace Holdings, Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-23,PKG,postmarket,Packaging Corporation of America Common Stock,,2023-10-23,2023-10-24
2023-10-23,RBB,postmarket,RBB Bancorp - Common Stock,,2023-10-23,2023-10-24
2023-10-23,SMBK,premarket,"SmartFinancial, Inc. Common Stock",,2023-10-20,2023-10-23
2023-10-23,SSD,premarket,"Simpson Manufacturing Company, Inc. Common Stock",,2023-10-20,2023-10-23
2023-10-23,TBI,postmarket,"TrueBlue, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-23,TRST,postmarket,TrustCo Bank Corp NY - Common Stock,,2023-10-23,2023-10-24
2023-10-23,WASH,postmarket,"Washington Trust Bancorp, Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-23,WRB,postmarket,W.R. Berkley Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-23,WSFS,premarket,WSFS Financial Corporation - Common Stock,,2023-10-20,2023-10-23
2023-10-24,AAT,postmarket,"American Assets Trust, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-24,ABG,premarket,Asbury Automotive Group Inc Common Stock,,2023-10-23,2023-10-24
2023-10-24,ADC,postmarket,Agree Realty Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-24,ADM,premarket,Archer-Daniels-Midland Company Common Stock,,2023-10-23,2023-10-24
2023-10-24,AWI,premarket,Armstrong World Industries Inc Common Stock,,2023-10-23,2023-10-24
2023-10-24,BANC,premarket,"Banc of California, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-24,BYD,premarket,Boyd Gaming Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,CB,postmarket,Chubb Limited  Common Stock,,2023-10-24,2023-10-25
2023-10-24,CBU,premarket,"Community Bank System, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-24,CHX,postmarket,ChampionX Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-24,CNC,premarket,Centene Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,DGX,premarket,Quest Diagnostics Incorporated Common Stock,,2023-10-23,2023-10-24
2023-10-24,DHR,premarket,Danaher Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,DOV,premarket,Dover Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,EGP,postmarket,"EastGroup Properties, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-24,ENVA,postmarket,"Enova International, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-24,FCF,postmarket,First Commonwealth Financial Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-24,FELE,premarket,"Franklin Electric Co., Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-24,FFIV,premarket,"F5, Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-24,FI,premarket,"Fiserv, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-24,GATX,premarket,GATX Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,HA,postmarket,"Hawaiian Holdings, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-24,HAFC,premarket,Hanmi Financial Corporation - Common Stock,,2023-10-23,2023-10-24
2023-10-24,HAL,premarket,Halliburton Company Common Stock,,2023-10-23,2023-10-24
2023-10-24,HOUS,premarket,"Anywhere Real Estate Inc. Common Stock,",,2023-10-23,2023-10-24
2023-10-24,HRI,premarket,Herc Holdings Inc. Common Stock ,,2023-10-23,2023-10-24
2023-10-24,IBCP,premarket,Independent Bank Corporation - Common Stock,,2023-10-23,2023-10-24
2023-10-24,ITW,premarket,Illinois Tool Works Inc. Common Stock,,2023-10-23,2023-10-24
2023-10-24,IVZ,premarket,Invesco Ltd Common Stock,,2023-10-23,2023-10-24
2023-10-24,JBT,postmarket,John Bean Technologies Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-24,KO,premarket,Coca-Cola Company (The) Common Stock,,2023-10-23,2023-10-24
2023-10-24,LRN,premarket,"Stride, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-24,MANH,postmarket,"Manhattan Associates, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-24,MMM,premarket,3M Company Common Stock,,2023-10-23,2023-10-24
2023-10-24,NBHC,postmarket,National Bank Holdings Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-24,NTB,premarket,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,,2023-10-23,2023-10-24
2023-10-24,NUE,premarket,Nucor Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,ONB,premarket,Old National Bancorp - Common Stock,,2023-10-23,2023-10-24
2023-10-24,PEBO,premarket,Peoples Bancorp Inc. - Common Stock,,2023-10-23,2023-10-24
2023-10-24,PFC,postmarket,Premier Financial Corp.  - Common Stock,,2023-10-24,2023-10-25
2023-10-24,PHM,premarket,"PulteGroup, Inc. Common Stock",,2023-10-23,2023-10-24
2023-10-24,PII,premarket,Polaris Inc. Common Stock,,2023-10-23,2023-10-24
2023-10-24,PNR,premarket,Pentair plc. Ordinary Share,,2023-10-23,2023-10-24
2023-10-24,PPBI,premarket,Pacific Premier Bancorp Inc - Common Stock,,2023-10-23,2023-10-24
2023-10-24,RHI,premarket,Robert Half Inc. Common Stock,,2023-10-23,2023-10-24
2023-10-24,RNST,premarket,Renasant Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,ROIC,postmarket,Retail Opportunity Investments Corp. - Common Stock,,2023-10-24,2023-10-25
2023-10-24,RTX,premarket,RTX Corporation Common Stock,,2023-10-23,2023-10-24
2023-10-24,RUSHA,postmarket,"Rush Enterprises, Inc. - Class A Common Stock",,2023-10-24,2023-10-25
2023-10-24,SASR,premarket,"Sandy Spring Bancorp, Inc. - Common Stock",,2023-10-23,2023-10-24
2023-10-24,SHW,premarket,Sherwin-Williams Company (The) Common Stock,,2023-10-23,2023-10-24
2023-10-24,SNAP,premarket,Snap Inc. Class A Common Stock,,2023-10-23,2023-10-24
2023-10-24,SPFI,postmarket,"South Plains Financial, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-24,SPOT,premarket,Spotify Technology S.A. Ordinary Shares,,2023-10-23,2023-10-24
2023-10-24,SYF,premarket,Synchrony Financial Common Stock,,2023-10-23,2023-10-24
2023-10-24,TRMK,postmarket,Trustmark Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-24,TRU,premarket,TransUnion Common Stock,,2023-10-23,2023-10-24
2023-10-24,TXN,premarket,Texas Instruments Incorporated - Common Stock,,2023-10-23,2023-10-24
2023-10-24,TZOO,premarket,Travelzoo - Common Stock,,2023-10-23,2023-10-24
2023-10-24,UMBF,premarket,UMB Financial Corporation - Common Stock,,2023-10-23,2023-10-24
2023-10-24,USNA,postmarket,"USANA Health Sciences, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-24,V,postmarket,Visa Inc.,,2023-10-24,2023-10-25
2023-10-24,VBTX,postmarket,"Veritex Holdings, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-24,VICR,postmarket,Vicor Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-24,WIRE,postmarket,Encore Wire Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-24,WM,postmarket,"Waste Management, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-24,XRX,premarket,Xerox Holdings Corporation - Common Stock,,2023-10-23,2023-10-24
2023-10-25,ADP,premarket,"Automatic Data Processing, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,AEM,premarket,Agnico Eagle Mines Limited Common Stock,,2023-10-24,2023-10-25
2023-10-25,ALGN,postmarket,"Align Technology, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,ALKS,premarket,Alkermes plc - Ordinary Shares,,2023-10-24,2023-10-25
2023-10-25,ALRS,premarket,Alerus Financial Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-25,ALSN,premarket,"Allison Transmission Holdings, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,AMP,postmarket,"Ameriprise Financial, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,AMSF,postmarket,"AMERISAFE, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,AR,postmarket,Antero Resources Corporation Common Stock,,2023-10-25,2023-10-26
2023-10-25,ARR,postmarket,"ARMOUR Residential REIT, Inc.",,2023-10-25,2023-10-26
2023-10-25,ASGN,premarket,ASGN Incorporated Common Stock,,2023-10-24,2023-10-25
2023-10-25,AVB,postmarket,"AvalonBay Communities, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,AVY,premarket,Avery Dennison Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,BA,premarket,Boeing Company (The) Common Stock,,2023-10-24,2023-10-25
2023-10-25,BHE,postmarket,"Benchmark Electronics, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,BLFY,premarket,Blue Foundry Bancorp - Common Stock,,2023-10-24,2023-10-25
2023-10-25,BRKL,premarket,"Brookline Bancorp, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,BWB,postmarket,"Bridgewater Bancshares, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,BXMT,premarket,"Blackstone Mortgage Trust, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,CACI,postmarket,"CACI International, Inc. Class A Common Stock",,2023-10-25,2023-10-26
2023-10-25,CASH,postmarket,"Pathward Financial, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,CBAN,postmarket,"Colony Bankcorp, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,CCS,postmarket,"Century Communities, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,CHE,premarket,Chemed Corp,,2023-10-24,2023-10-25
2023-10-25,CNMD,postmarket,CONMED Corporation Common Stock,,2023-10-25,2023-10-26
2023-10-25,COOP,premarket,Mr. Cooper Group Inc. - Common Stock,,2023-10-24,2023-10-25
2023-10-25,CP,postmarket,Canadian Pacific Kansas City Limited Common Shares,,2023-10-25,2023-10-26
2023-10-25,CPF,premarket,Central Pacific Financial Corp New,,2023-10-24,2023-10-25
2023-10-25,CSTM,premarket,Constellium SE Ordinary Shares (France),,2023-10-24,2023-10-25
2023-10-25,CVLG,premarket,"Covenant Logistics Group, Inc. - Class A Common Stock",,2023-10-24,2023-10-25
2023-10-25,CYH,postmarket,"Community Health Systems, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,EDU,premarket,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",,2023-10-24,2023-10-25
2023-10-25,EG,premarket,"Everest Group, Ltd. Common Stock",,2023-10-24,2023-10-25
2023-10-25,EIG,postmarket,Employers Holdings Inc Common Stock,,2023-10-25,2023-10-26
2023-10-25,ENSG,premarket,"The Ensign Group, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,EPR,postmarket,EPR Properties Common Stock,,2023-10-25,2023-10-26
2023-10-25,EPRT,postmarket,"Essential Properties Realty Trust, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,EQT,postmarket,EQT Corporation Common Stock,,2023-10-25,2023-10-26
2023-10-25,ESI,postmarket,Element Solutions Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,ESRT,postmarket,"Empire State Realty Trust, Inc. Class A Common Stock",,2023-10-25,2023-10-26
2023-10-25,ETD,postmarket,Ethan Allen Interiors Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,EVR,premarket,Evercore Inc. Class A Common Stock,,2023-10-24,2023-10-25
2023-10-25,EW,postmarket,Edwards Lifesciences Corporation Common Stock,,2023-10-25,2023-10-26
2023-10-25,FBIN,postmarket,"Fortune Brands Innovations, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,FIBK,postmarket,"First Interstate BancSystem, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,FLEX,postmarket,Flex Ltd. - Ordinary Shares,,2023-10-25,2023-10-26
2023-10-25,FPI,premarket,Farmland Partners Inc. Common Stock,,2023-10-24,2023-10-25
2023-10-25,FRBA,postmarket,First Bank  - Common Stock,,2023-10-25,2023-10-26
2023-10-25,FTAI,premarket,FTAI Aviation Ltd. - Common Stock,,2023-10-24,2023-10-25
2023-10-25,FTV,premarket,Fortive Corporation Common Stock ,,2023-10-24,2023-10-25
2023-10-25,GD,premarket,General Dynamics Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,GGG,postmarket,Graco Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,GL,postmarket,Globe Life Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,GPI,premarket,"Group 1 Automotive, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,GTY,postmarket,Getty Realty Corporation Common Stock,,2023-10-25,2023-10-26
2023-10-25,HBNC,postmarket,"Horizon Bancorp, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,HES,premarket,Hess Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,HESM,premarket,Hess Midstream LP Class A Share,,2023-10-24,2023-10-25
2023-10-25,HLT,premarket,Hilton Worldwide Holdings Inc. Common Stock ,,2023-10-24,2023-10-25
2023-10-25,HSII,premarket,"Heidrick & Struggles International, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,IART,premarket,Integra LifeSciences Holdings Corporation - Common Stock,,2023-10-24,2023-10-25
2023-10-25,IBM,premarket,International Business Machines Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,ILPT,postmarket,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,,2023-10-25,2023-10-26
2023-10-25,IMAX,premarket,Imax Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,INBK,postmarket,First Internet Bancorp - Common Stock,,2023-10-25,2023-10-26
2023-10-25,INVH,postmarket,Invitation Homes Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,KALU,postmarket,Kaiser Aluminum Corporation - Common Stock,,2023-10-25,2023-10-26
2023-10-25,LAD,premarket,"Lithia Motors, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,LSTR,postmarket,"Landstar System, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,LTH,premarket,"Life Time Group Holdings, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,LXFR,postmarket,Luxfer Holdings PLC Ordinary Shares,,2023-10-25,2023-10-26
2023-10-25,MAA,postmarket,"Mid-America Apartment Communities, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,MAT,premarket,"Mattel, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,META,postmarket,"Meta Platforms, Inc. - Class A Common Stock",,2023-10-25,2023-10-26
2023-10-25,MKTX,premarket,"MarketAxess Holdings, Inc. - Common Stock",,2023-10-24,2023-10-25
2023-10-25,MNRO,premarket,"Monro, Inc.  - Common Stock",,2023-10-24,2023-10-25
2023-10-25,MOH,postmarket,Molina Healthcare Inc Common Stock,,2023-10-25,2023-10-26
2023-10-25,MPX,premarket,Marine Products Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,MSM,premarket,"MSC Industrial Direct Company, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,MXL,postmarket,"MaxLinear, Inc - Common Stock",,2023-10-25,2023-10-26
2023-10-25,MYRG,postmarket,"MYR Group, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,NBR,postmarket,Nabors Industries Ltd.,,2023-10-25,2023-10-26
2023-10-25,NEU,premarket,NewMarket Corp Common Stock,,2023-10-24,2023-10-25
2023-10-25,NOVA,postmarket,Sunnova Energy International Inc. Common Stock,,2023-10-25,2023-10-26
2023-10-25,NOW,premarket,"ServiceNow, Inc. Common Stock",,2023-10-24,2023-10-25
2023-10-25,NSC,premarket,Norfolk Southern Corporation Common Stock,,2023-10-24,2023-10-25
2023-10-25,NTGR,postmarket,"NETGEAR, Inc. - Common Stock",,2023-10-25,2023-10-26
2023-10-25,NXT,postmarket,Nextracker Inc. - Class A Common Stock,,2023-10-25,2023-10-26
2023-10-25,OBK,postmarket,"Origin Bancorp, Inc. Common Stock",,2023-10-25,2023-10-26
2023-10-25,OC,premarket,Owens Corning Inc Common Stock New,,2023-10-24,2023-10-25
