date,symbol,security_name,premarket_pub,before_eps_date,after_eps_date,Adj Close,Close,Adj Close_pct_change,Close_pct_change,EPS Estimate,Reported EPS,Surprise(%),premarket
2023-04-26,URI,"United Rentals, Inc. Common Stock",0,2023-04-26,2023-04-27,357.6600036621094,357.6600036621094,-0.0462654479925991,-0.0462654479925991,7.92,7.95,0.0034999999999999,
2023-04-26,UVSP,Univest Financial Corporation - Common Stock,0,2023-04-26,2023-04-27,20.190000534057617,20.190000534057617,-0.0358166179977011,-0.0358166179977011,0.76,0.71,-0.06,
2023-04-26,VKTX,"Viking Therapeutics, Inc. - Common Stock",0,2023-04-26,2023-04-27,19.61000061035156,19.61000061035156,0.0030691240732774,0.0030691240732774,-0.24,-0.25,-0.0417,
2023-04-26,VRE,"Veris Residential, Inc. Common Stock",0,2023-04-26,2023-04-27,16.1200008392334,16.1200008392334,0.039329503633124,0.039329503633124,-0.2,-0.27,-0.35,
2023-04-26,WCN,"Waste Connections, Inc. Common Shares",0,2023-04-26,2023-04-27,136.94000244140625,136.94000244140625,-0.0233918039562289,-0.0233918039562289,0.88,0.89,0.0154,
2023-04-26,WH,"Wyndham Hotels & Resorts, Inc. Common Stock ",1,2023-04-25,2023-04-26,65.55999755859375,65.55999755859375,-0.0331809479576489,-0.0331809479576489,0.8,0.86,0.0689,1.0
2023-04-26,WM,"Waste Management, Inc. Common Stock",0,2023-04-26,2023-04-27,161.6300048828125,161.6300048828125,-0.0121019235997349,-0.0121019235997349,1.29,1.31,0.0193,
2023-04-26,WNC,Wabash National Corporation Common Stock,1,2023-04-25,2023-04-26,24.270000457763672,24.270000457763672,0.0942290407498407,0.0942290407498407,0.48,1.04,1.1577,1.0
2023-04-26,WOLF,"Wolfspeed, Inc. Common Stock",1,2023-04-25,2023-04-26,57.400001525878906,57.400001525878906,0.0191761689791689,0.0191761689791689,-0.15,-0.13,0.1265,1.0
2023-04-27,ABBV,AbbVie Inc. Common Stock,1,2023-04-26,2023-04-27,148.8699951171875,148.8699951171875,-0.079913520956079,-0.079913520956079,2.46,2.46,0.0011,1.0
2023-04-27,ABCB,Ameris Bancorp - Common Stock,0,2023-04-27,2023-04-28,33.5,33.5,-0.0077013724662233,-0.0077013724662233,1.18,0.87,-0.2603,
2023-04-27,AEM,Agnico Eagle Mines Limited Common Stock,1,2023-04-26,2023-04-27,56.59000015258789,56.59000015258789,0.0125246156840914,0.0125246156840914,0.49,0.57,0.1578999999999999,1.0
2023-04-27,AIT,"Applied Industrial Technologies, Inc. Common Stock",1,2023-04-26,2023-04-27,135.91000366210938,135.91000366210938,0.0329077501960692,0.0329077501960692,2.15,2.47,0.1471,1.0
2023-04-27,AJG,Arthur J. Gallagher & Co. Common Stock,0,2023-04-27,2023-04-28,208.05999755859375,208.05999755859375,-0.0047357353681499,-0.0047357353681499,2.99,3.14,0.0489,
2023-04-27,ALSN,"Allison Transmission Holdings, Inc. Common Stock",1,2023-04-26,2023-04-27,45.59000015258789,45.59000015258789,0.0037428883860857,0.0037428883860857,1.54,1.85,0.2041,1.0
2023-04-27,AMAL,Amalgamated Financial Corp. - Common Stock,1,2023-04-26,2023-04-27,16.479999542236328,16.479999542236328,0.0018236339152311,0.0018236339152311,0.71,0.74,0.0426999999999999,1.0
2023-04-27,AMGN,Amgen Inc. - Common Stock,0,2023-04-27,2023-04-28,239.7400054931641,239.7400054931641,-0.0024964252886275,-0.0024964252886275,3.85,3.98,0.0345,
2023-04-27,AMZN,"Amazon.com, Inc. - Common Stock",1,2023-04-26,2023-04-27,109.81999969482422,109.81999969482422,0.0461039834551593,0.0461039834551593,0.21,0.31,0.4636,1.0
2023-04-27,AOS,A.O. Smith Corporation Common Stock,1,2023-04-26,2023-04-27,68.55999755859375,68.55999755859375,0.0157036675347221,0.0157036675347221,0.78,0.94,0.2102,1.0
2023-04-27,ARCH,"Arch Resources, Inc. Class A Common Stock",1,2023-04-26,2023-04-27,121.12000274658205,121.12000274658205,0.0185854765487394,0.0185854765487394,10.31,10.02,-0.0285,1.0
2023-04-27,AXTI,AXT Inc - Common Stock,1,2023-04-26,2023-04-27,3.130000114440918,3.130000114440918,-0.024922094316309,-0.024922094316309,-0.13,-0.08,0.3846,1.0
2023-04-27,BAX,Baxter International Inc. Common Stock,1,2023-04-26,2023-04-27,46.79999923706055,46.79999923706055,0.0156249430858448,0.0156249430858448,0.49,0.59,0.1954,1.0
2023-04-27,BFST,"Business First Bancshares, Inc. - Common Stock",0,2023-04-27,2023-04-28,15.420000076293944,15.420000076293944,-0.0228136668421515,-0.0228136668421515,0.52,0.55,0.051,
2023-04-27,BJRI,"BJ's Restaurants, Inc. - Common Stock",0,2023-04-27,2023-04-28,32.540000915527344,32.540000915527344,0.1259516036347334,0.1259516036347334,0.05,0.15,2.0928,
2023-04-27,BMY,Bristol-Myers Squibb Company Common Stock,1,2023-04-26,2023-04-27,67.61000061035156,67.61000061035156,-0.0060275809019263,-0.0060275809019263,1.97,2.05,0.0392,1.0
2023-04-27,BTU,Peabody Energy Corporation Common Stock ,1,2023-04-26,2023-04-27,23.81999969482422,23.81999969482422,0.0175138765520936,0.0175138765520936,1.39,1.68,0.2102,1.0
2023-04-27,BZH,"Beazer Homes USA, Inc. Common Stock",0,2023-04-27,2023-04-28,21.309999465942383,21.309999465942383,0.2403957559606309,0.2403957559606309,0.82,1.13,0.3792,
2023-04-27,CAMP,CalAmp Corp. - Common Stock,0,2023-04-27,2023-04-28,58.41999816894531,58.41999816894531,0.0717299572153451,0.0717299572153451,0.02,0.06,2.7037,
2023-04-27,CAT,"Caterpillar, Inc. Common Stock",1,2023-04-26,2023-04-27,214.3300018310547,214.3300018310547,-0.00860354590567,-0.00860354590567,3.78,4.91,0.2993,1.0
2023-04-27,CBRE,CBRE Group Inc Common Stock Class A,1,2023-04-26,2023-04-27,76.13999938964844,76.13999938964844,0.0886473653391186,0.0886473653391186,0.86,0.92,0.0726,1.0
2023-04-27,CBZ,"CBIZ, Inc. Common Stock",1,2023-04-26,2023-04-27,52.720001220703125,52.720001220703125,0.030492599256134,0.030492599256134,1.25,1.44,0.1551,1.0
2023-04-27,CC,Chemours Company (The) Common Stock,0,2023-04-27,2023-04-28,29.06999969482422,29.06999969482422,0.0400715170415966,0.0400715170415966,0.47,0.98,1.0952,
2023-04-27,CHD,"Church & Dwight Company, Inc. Common Stock",1,2023-04-26,2023-04-27,97.3000030517578,97.3000030517578,0.0576087288234545,0.0576087288234545,0.78,0.82,0.0465,1.0
2023-04-27,COLM,Columbia Sportswear Company - Common Stock,1,2023-04-26,2023-04-27,87.5999984741211,87.5999984741211,0.0169491420341025,0.0169491420341025,0.86,0.74,-0.1418,1.0
2023-04-27,CPT,Camden Property Trust Common Stock,0,2023-04-27,2023-04-28,110.0500030517578,110.0500030517578,0.0330423759766813,0.0330423759766813,0.32,0.39,0.2046,
2023-04-27,CROX,"Crocs, Inc. - Common Stock",1,2023-04-26,2023-04-27,124.31999969482422,124.31999969482422,-0.1587494876049442,-0.1587494876049442,2.15,2.61,0.2117,1.0
2023-04-27,CSL,Carlisle Companies Incorporated Common Stock,0,2023-04-27,2023-04-28,215.8500061035156,215.8500061035156,-0.0082701026576864,-0.0082701026576864,2.62,2.57,-0.0176,
2023-04-27,CTO,"CTO Realty Growth, Inc. Common Stock",0,2023-04-27,2023-04-28,16.84000015258789,16.84000015258789,-0.0076605283457082,-0.0076605283457082,-0.05,-0.33,-5.1879,
2023-04-27,CTS,CTS Corporation Common Stock,1,2023-04-26,2023-04-27,40.630001068115234,40.630001068115234,-0.0307728329479203,-0.0307728329479203,0.58,0.61,0.0433,1.0
2023-04-27,CUBI,"Customers Bancorp, Inc Common Stock",0,2023-04-27,2023-04-28,21.84000015258789,21.84000015258789,0.1710456085418947,0.1710456085418947,1.18,1.55,0.3171,
2023-04-27,CUZ,Cousins Properties Incorporated Common Stock,0,2023-04-27,2023-04-28,21.809999465942383,21.809999465942383,0.0153631252671664,0.0153631252671664,0.14,0.19,0.4074,
2023-04-27,CVLG,"Covenant Logistics Group, Inc. - Class A Common Stock",1,2023-04-26,2023-04-27,35.630001068115234,35.630001068115234,0.0372635415095718,0.0372635415095718,0.81,0.93,0.1517,1.0
2023-04-27,DAIO,Data I/O Corporation - Common Stock,0,2023-04-27,2023-04-28,4.519999980926514,4.519999980926514,0.0839328293115111,0.0839328293115111,-0.09,0.01,1.1111,
2023-04-27,DLR,"Digital Realty Trust, Inc. Common Stock",0,2023-04-27,2023-04-28,99.1500015258789,99.1500015258789,-0.0255528105564726,-0.0255528105564726,0.22,0.19,-0.1364,
2023-04-27,DXCM,"DexCom, Inc. - Common Stock",0,2023-04-27,2023-04-28,121.33999633789062,121.33999633789062,-0.0181259545231788,-0.0181259545231788,0.15,0.17,0.1609,
2023-04-27,EHC,Encompass Health Corporation Common Stock,0,2023-04-27,2023-04-28,64.1500015258789,64.1500015258789,0.0111917231169516,0.0111917231169516,0.7,0.88,0.2515,
2023-04-27,EIG,Employers Holdings Inc Common Stock,0,2023-04-27,2023-04-28,39.59000015258789,39.59000015258789,-0.0600664492748044,-0.0600664492748044,0.58,0.6,0.0287,
2023-04-27,ELME,Elme Communities Common Stock,0,2023-04-27,2023-04-28,17.229999542236328,17.229999542236328,-0.0314784342030156,-0.0314784342030156,0.01,-0.04,-5.0,
2023-04-27,EME,"EMCOR Group, Inc. Common Stock",1,2023-04-26,2023-04-27,171.44000244140625,171.44000244140625,0.0860256035635931,0.0860256035635931,1.8,2.32,0.2913,1.0
2023-04-27,ERIE,Erie Indemnity Company - Class A Common Stock,0,2023-04-27,2023-04-28,217.3300018310547,217.3300018310547,-0.0154926304368983,-0.0154926304368983,1.48,1.65,0.1149,
2023-04-27,ESS,"Essex Property Trust, Inc. Common Stock",0,2023-04-27,2023-04-28,219.72999572753903,219.72999572753903,0.0391089981608778,0.0391089981608778,1.29,2.38,0.8484999999999999,
2023-04-27,FE,FirstEnergy Corp. Common Stock,0,2023-04-27,2023-04-28,39.79999923706055,39.79999923706055,-0.0321011607274308,-0.0321011607274308,0.61,0.6,-0.015,
2023-04-27,FHI,"Federated Hermes, Inc. Common Stock",0,2023-04-27,2023-04-28,41.38999938964844,41.38999938964844,-0.0233601145237258,-0.0233601145237258,0.73,0.78,0.0636,
2023-04-27,FIS,"Fidelity National Information Services, Inc. Common Stock",1,2023-04-26,2023-04-27,56.310001373291016,56.310001373291016,0.026805273825911,0.026805273825911,1.21,1.29,0.0703,1.0
2023-04-27,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",0,2023-04-27,2023-04-28,52.0,52.0,0.0104936052299753,0.0104936052299753,0.69,0.7,0.0126,
2023-04-27,HAS,"Hasbro, Inc. - Common Stock",1,2023-04-26,2023-04-27,58.93000030517578,58.93000030517578,0.146275053104133,0.146275053104133,0.01,0.01,0.0989,1.0
2023-04-27,HEES,"H&E Equipment Services, Inc. - Common Stock",1,2023-04-26,2023-04-27,36.15999984741211,36.15999984741211,-0.1257253550822723,-0.1257253550822723,0.68,0.71,0.0398,1.0
2023-04-27,HGV,Hilton Grand Vacations Inc. Common Stock ,1,2023-04-26,2023-04-27,42.9900016784668,42.9900016784668,-0.0233984272736466,-0.0233984272736466,0.59,0.64,0.0917,1.0
2023-04-27,HTZ,"Hertz Global Holdings, Inc - Common Stock",1,2023-04-26,2023-04-27,16.079999923706055,16.079999923706055,0.0613861603031513,0.0613861603031513,0.21,0.39,0.875,1.0
2023-04-27,HZO,"MarineMax, Inc.  (FL) Common Stock",1,2023-04-26,2023-04-27,27.600000381469727,27.600000381469727,0.0403316874154031,0.0403316874154031,1.75,1.23,-0.2988,1.0
2023-04-27,IMAX,Imax Corporation Common Stock,1,2023-04-26,2023-04-27,19.969999313354492,19.969999313354492,0.0293814281459972,0.0293814281459972,0.13,0.16,0.2098,1.0
2023-04-27,IQV,"IQVIA Holdings, Inc. Common Stock",1,2023-04-26,2023-04-27,183.66000366210935,183.66000366210935,-0.0332666186312243,-0.0332666186312243,2.41,2.45,0.0173,1.0
2023-04-27,ITGR,Integer Holdings Corporation Common Stock,1,2023-04-26,2023-04-27,85.95999908447266,85.95999908447266,0.0571885581785684,0.0571885581785684,0.83,0.87,0.045,1.0
2023-04-27,JAKK,"JAKKS Pacific, Inc. - Common Stock",0,2023-04-27,2023-04-28,22.399999618530273,22.399999618530273,0.023766018176824,0.023766018176824,-0.94,-0.4,0.5725,
2023-04-27,KDP,Keurig Dr Pepper Inc. - Common Stock,1,2023-04-26,2023-04-27,33.540000915527344,33.540000915527344,-0.0552112418161311,-0.0552112418161311,0.33,0.34,0.0197,1.0
2023-04-27,KNSL,"Kinsale Capital Group, Inc. Common Stock",0,2023-04-27,2023-04-28,326.7099914550781,326.7099914550781,-0.0297855884960852,-0.0297855884960852,2.21,2.44,0.1063,
2023-04-27,LEA,Lear Corporation Common Stock,1,2023-04-26,2023-04-27,128.17999267578125,128.17999267578125,-0.0213026534238196,-0.0213026534238196,2.58,2.78,0.0781,1.0
2023-04-27,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",1,2023-04-26,2023-04-27,163.80999755859375,163.80999755859375,0.049727615219989,0.049727615219989,2.06,2.13,0.0329,1.0
2023-04-27,LPLA,LPL Financial Holdings Inc. - Common Stock,0,2023-04-27,2023-04-28,208.83999633789065,208.83999633789065,0.0287178069494424,0.0287178069494424,4.33,4.49,0.0367,
2023-04-27,LTC,"LTC Properties, Inc. Common Stock",0,2023-04-27,2023-04-28,33.45000076293945,33.45000076293945,-0.0253496194528221,-0.0253496194528221,0.49,0.8,0.6181,
2023-04-27,LVWR,"LiveWire Group, Inc. Common Stock",1,2023-04-26,2023-04-27,7.550000190734863,7.550000190734863,0.0202702828965279,0.0202702828965279,-0.11,-0.1,0.0566,1.0
2023-04-27,LYTS,LSI Industries Inc. - Common Stock,1,2023-04-26,2023-04-27,12.720000267028809,12.720000267028809,0.0249798890756105,0.0249798890756105,0.14,0.19,0.3571,1.0
2023-04-27,MA,Mastercard Incorporated Common Stock,1,2023-04-26,2023-04-27,373.6700134277344,373.6700134277344,0.018840668224775,0.018840668224775,2.72,2.8,0.031,1.0
2023-04-27,MATW,Matthews International Corporation - Class A Common Stock,0,2023-04-27,2023-04-28,37.869998931884766,37.869998931884766,0.0557569015766601,0.0557569015766601,0.52,0.65,0.2621,
2023-04-27,MBLY,Mobileye Global Inc. - Class A Common Stock,1,2023-04-26,2023-04-27,36.13999938964844,36.13999938964844,-0.1612903397152123,-0.1612903397152123,0.12,0.14,0.1402,1.0
2023-04-27,MO,"Altria Group, Inc.",1,2023-04-26,2023-04-27,47.189998626708984,47.189998626708984,0.0107089315636428,0.0107089315636428,1.18,1.18,-0.0038,1.0
2023-04-27,MPW,"Medical Properties Trust, Inc. common stock",1,2023-04-26,2023-04-27,8.529999732971191,8.529999732971191,0.0756620324868622,0.0756620324868622,0.22,0.05,-0.7726999999999999,1.0
2023-04-27,MRK,"Merck & Company, Inc. Common Stock (new)",1,2023-04-26,2023-04-27,115.16000366210938,115.16000366210938,0.0152517266356266,0.0152517266356266,1.32,1.4,0.0594,1.0
2023-04-27,NEM,Newmont Corporation,1,2023-04-26,2023-04-27,48.27000045776367,48.27000045776367,0.0237539532479131,0.0237539532479131,0.33,0.4,0.2062,1.0
2023-04-27,NOC,Northrop Grumman Corporation Common Stock,1,2023-04-26,2023-04-27,457.6799926757813,457.6799926757813,0.0191275610856127,0.0191275610856127,5.09,5.5,0.0804,1.0
2023-04-27,NREF,"NexPoint Real Estate Finance, Inc. Common Stock",1,2023-04-26,2023-04-27,14.479999542236328,14.479999542236328,0.1147036025690326,0.1147036025690326,0.48,0.52,0.0776999999999999,1.0
2023-04-27,OIS,"Oil States International, Inc. Common Stock",0,2023-04-27,2023-04-28,7.039999961853027,7.039999961853027,-0.0588235369115627,-0.0588235369115627,0.03,0.03,0.2,
2023-04-27,ORC,"Orchid Island Capital, Inc. Common Stock",1,2023-04-26,2023-04-27,10.670000076293944,10.670000076293944,-0.0211008761729976,-0.0211008761729976,0.35,-0.24,-1.6857,1.0
2023-04-27,ORI,Old Republic International Corporation Common Stock,1,2023-04-26,2023-04-27,25.15999984741211,25.15999984741211,0.021933346457007,0.021933346457007,0.53,0.61,0.1582,1.0
2023-04-27,OSIS,"OSI Systems, Inc. - Common Stock",1,2023-04-26,2023-04-27,107.77999877929688,107.77999877929688,0.0518200204482959,0.0518200204482959,1.46,1.49,0.021,1.0
2023-04-27,PATK,"Patrick Industries, Inc. - Common Stock",1,2023-04-26,2023-04-27,68.51000213623047,68.51000213623047,0.0611834685100747,0.0611834685100747,1.14,1.35,0.1857,1.0
2023-04-27,PEAK,"Healthpeak Properties, Inc. Common Stock",0,2023-04-27,2023-04-28,21.969999313354492,21.969999313354492,0.0358321669819501,0.0358321669819501,0.09,0.22,1.5495,
2023-04-27,PFS,"Provident Financial Services, Inc Common Stock",0,2023-04-27,2023-04-28,17.479999542236328,17.479999542236328,-0.0011428833007812,-0.0011428833007812,0.58,0.54,-0.073,
2023-04-27,PPBI,Pacific Premier Bancorp Inc - Common Stock,1,2023-04-26,2023-04-27,22.270000457763672,22.270000457763672,0.0599714524110166,0.0599714524110166,0.69,0.66,-0.0437,1.0
2023-04-27,PTCT,"PTC Therapeutics, Inc. - Common Stock",1,2023-04-26,2023-04-27,52.63999938964844,52.63999938964844,0.0076569237811974,0.0076569237811974,-1.52,-1.88,-0.236,1.0
2023-04-27,ROK,"Rockwell Automation, Inc. Common Stock",1,2023-04-26,2023-04-27,283.6199951171875,283.6199951171875,0.0479990762295552,0.0479990762295552,2.6,3.01,0.1567,1.0
2023-04-27,RWT,"Redwood Trust, Inc. Common Stock",0,2023-04-27,2023-04-28,6.28000020980835,6.28000020980835,-0.051359468523921,-0.051359468523921,0.16,0.02,-0.8779000000000001,
2023-04-27,SBCF,Seacoast Banking Corporation of Florida - Common Stock,0,2023-04-27,2023-04-28,22.190000534057617,22.190000534057617,0.034498822601289,0.034498822601289,0.36,0.36,-0.0046,
2023-04-27,SKX,"Skechers U.S.A., Inc. Common Stock",0,2023-04-27,2023-04-28,53.189998626708984,53.189998626708984,0.0665730853405242,0.0665730853405242,0.61,1.02,0.6694,
2023-04-27,SKYW,"SkyWest, Inc. - Common Stock",0,2023-04-27,2023-04-28,28.299999237060547,28.299999237060547,0.1757374156986759,0.1757374156986759,-0.56,-0.45,0.2035,
2023-04-27,SLCA,"U.S. Silica Holdings, Inc. Common Stock",0,2023-04-27,2023-04-28,13.050000190734863,13.050000190734863,0.0758450179401626,0.0758450179401626,0.51,0.66,0.3069,
2023-04-27,SM,SM Energy Company Common Stock,0,2023-04-27,2023-04-28,28.079999923706055,28.079999923706055,0.0458100381661521,0.0458100381661521,1.28,1.33,0.0371,
2023-04-27,SNDR,"Schneider National, Inc. Common Stock",1,2023-04-26,2023-04-27,25.850000381469727,25.850000381469727,0.0113458889509663,0.0113458889509663,0.45,0.55,0.21,1.0
2023-04-27,SPFI,"South Plains Financial, Inc. - Common Stock",0,2023-04-27,2023-04-28,20.530000686645508,20.530000686645508,-0.0058110863971679,-0.0058110863971679,0.57,0.53,-0.0647,
2023-04-27,SPGI,S&P Global Inc. Common Stock,1,2023-04-26,2023-04-27,355.5799865722656,355.5799865722656,0.0456081951186593,0.0456081951186593,2.91,3.15,0.0807,1.0
2023-04-27,SSB,SouthState Corporation Common Stock,0,2023-04-27,2023-04-28,68.9800033569336,68.9800033569336,0.0219259756582754,0.0219259756582754,1.96,1.93,-0.0139,
2023-04-27,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",0,2023-04-27,2023-04-28,58.540000915527344,58.540000915527344,0.0474145921420374,0.0474145921420374,1.14,1.11,-0.023,
2023-04-27,STM,STMicroelectronics N.V. Common Stock,1,2023-04-26,2023-04-27,42.84000015258789,42.84000015258789,-0.0743301365048404,-0.0743301365048404,0.99,1.1,0.1110999999999999,1.0
2023-04-27,STRA,"Strategic Education, Inc. - Common Stock",1,2023-04-26,2023-04-27,89.9800033569336,89.9800033569336,-0.026190455941362,-0.026190455941362,0.22,0.24,0.0746,1.0
2023-04-27,SWN,Southwestern Energy Company Common Stock,0,2023-04-27,2023-04-28,5.190000057220459,5.190000057220459,0.0318091134668572,0.0318091134668572,0.28,0.31,0.1142,
2023-04-27,TBBK,"The Bancorp, Inc. - Common Stock",1,2023-04-26,2023-04-27,27.799999237060547,27.799999237060547,0.0415885605392372,0.0415885605392372,0.76,0.88,0.1533,1.0
2023-04-27,TMUS,"T-Mobile US, Inc. - Common Stock",1,2023-04-26,2023-04-27,149.94000244140625,149.94000244140625,0.0111950612070084,0.0111950612070084,1.48,1.58,0.0693,1.0
2023-04-27,TPH,"Tri Pointe Homes, Inc. Common Stock",1,2023-04-26,2023-04-27,26.86000061035156,26.86000061035156,0.0306984328781239,0.0306984328781239,0.41,0.73,0.7697,1.0
2023-04-27,TRS,TriMas Corporation - Common Stock,1,2023-04-26,2023-04-27,25.280000686645508,25.280000686645508,-0.0007904565619806,-0.0007904565619806,0.26,0.3,0.1538,1.0
2023-04-27,TSCO,Tractor Supply Company - Common Stock,1,2023-04-26,2023-04-27,239.08999633789065,239.08999633789065,-0.0168592707856215,-0.0168592707856215,1.71,1.65,-0.0369,1.0
2023-04-27,TUSK,"Mammoth Energy Services, Inc. - Common Stock",0,2023-04-27,2023-04-28,3.690000057220459,3.690000057220459,-0.0538461623107185,-0.0538461623107185,0.09,0.17,0.8889,
2023-04-27,TXT,Textron Inc. Common Stock,1,2023-04-26,2023-04-27,65.55999755859375,65.55999755859375,0.0,0.0,1.0,1.05,0.0544,1.0
2023-04-27,TZOO,Travelzoo - Common Stock,1,2023-04-26,2023-04-27,6.980000019073486,6.980000019073486,0.1203852323762173,0.1203852323762173,0.16,0.23,0.4082,1.0
2023-04-27,VLO,Valero Energy Corporation Common Stock,1,2023-04-26,2023-04-27,114.63999938964844,114.63999938964844,-0.017146776495761,-0.017146776495761,7.23,8.27,0.1434,1.0
2023-04-27,VLY,Valley National Bancorp - Common Stock,1,2023-04-26,2023-04-27,8.90999984741211,8.90999984741211,0.0384615299114727,0.0384615299114727,0.33,0.3,-0.0951999999999999,1.0
2023-04-27,VRSN,"VeriSign, Inc. - Common Stock",1,2023-04-26,2023-04-27,216.8999938964844,216.8999938964844,0.0221489020538891,0.0221489020538891,1.68,1.7,0.0149,1.0
2023-04-27,WEX,WEX Inc. common stock,1,2023-04-26,2023-04-27,173.2899932861328,173.2899932861328,-0.006307736150958,-0.006307736150958,3.2,3.31,0.0347,1.0
2023-04-27,WIT,Wipro Limited Common Stock,1,2023-04-26,2023-04-27,4.690000057220459,4.690000057220459,0.0399112681161106,0.0399112681161106,0.07,0.07,,1.0
2023-04-27,WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),1,2023-04-26,2023-04-27,90.31999969482422,90.31999969482422,0.0277651629229125,0.0277651629229125,1.02,1.04,0.0234,1.0
2023-04-27,WTW,Willis Towers Watson Public Limited Company - Ordinary Shares,1,2023-04-26,2023-04-27,225.80999755859375,225.80999755859375,-0.0503007381038786,-0.0503007381038786,2.79,2.84,0.0171,1.0
2023-04-27,XEL,Xcel Energy Inc. - Common Stock,1,2023-04-26,2023-04-27,70.26000213623047,70.26000213623047,0.0083237920280492,0.0083237920280492,0.74,0.76,0.0272,1.0
2023-04-27,ZYXI,"Zynex, Inc. - Common Stock",1,2023-04-26,2023-04-27,11.270000457763672,11.270000457763672,0.0098566856501409,0.0098566856501409,0.01,0.04,2.0008000000000004,1.0
2023-04-28,AON,Aon plc Class A Ordinary Shares (Ireland),1,2023-04-27,2023-04-28,325.17999267578125,325.17999267578125,-0.0230727423353989,-0.0230727423353989,5.32,5.17,-0.0282,1.0
2023-04-28,ARCB,ArcBest Corporation - Common Stock,1,2023-04-27,2023-04-28,94.4000015258789,94.4000015258789,0.0500556165030166,0.0500556165030166,1.97,1.58,-0.1991,1.0
2023-04-28,ARES,Ares Management Corporation Class A Common Stock,1,2023-04-27,2023-04-28,87.58999633789062,87.58999633789062,0.0496105397369417,0.0496105397369417,0.81,0.71,-0.1281,1.0
2023-04-28,AVTR,"Avantor, Inc. Common Stock",1,2023-04-27,2023-04-28,19.479999542236328,19.479999542236328,0.0394877150563599,0.0394877150563599,0.28,0.29,0.0186,1.0
2023-04-28,BLMN,"Bloomin' Brands, Inc. - Common Stock",1,2023-04-27,2023-04-28,24.770000457763672,24.770000457763672,0.0509122095238279,0.0509122095238279,0.89,0.98,0.1011,1.0
2023-04-28,CL,Colgate-Palmolive Company Common Stock,1,2023-04-27,2023-04-28,79.80000305175781,79.80000305175781,0.0239959289010529,0.0239959289010529,0.7,0.73,0.0399,1.0
2023-04-28,CRI,"Carter's, Inc. Common Stock",1,2023-04-27,2023-04-28,69.7699966430664,69.7699966430664,0.0123331180601233,0.0123331180601233,0.59,0.98,0.6587000000000001,1.0
2023-04-28,CVEO,Civeo Corporation (Canada) Common Shares,1,2023-04-27,2023-04-28,19.25,19.25,0.0484749106787418,0.0484749106787418,-0.26,-0.42,-0.6154000000000001,1.0
2023-04-28,DAN,Dana Incorporated Common Stock ,1,2023-04-27,2023-04-28,14.789999961853027,14.789999961853027,0.0378947341651247,0.0378947341651247,0.1,0.25,1.4648,1.0
2023-04-28,DCOM,"Dime Community Bancshares, Inc. - Common Stock",1,2023-04-27,2023-04-28,20.600000381469727,20.600000381469727,0.0547874888481636,0.0547874888481636,0.82,0.92,0.1255,1.0
2023-04-28,EAF,GrafTech International Ltd. Common Stock,1,2023-04-27,2023-04-28,4.710000038146973,4.710000038146973,-0.0042283257602251,-0.0042283257602251,-0.02,-0.02,-0.1541,1.0
2023-04-28,FHB,"First Hawaiian, Inc. - Common Stock",1,2023-04-27,2023-04-28,19.11000061035156,19.11000061035156,-0.0139318143502106,-0.0139318143502106,0.54,0.52,-0.0378,1.0
2023-04-28,GNTX,Gentex Corporation - Common Stock,1,2023-04-27,2023-04-28,27.59000015258789,27.59000015258789,0.0474563398921312,0.0474563398921312,0.37,0.42,0.1302,1.0
2023-04-28,IMO,Imperial Oil Limited Common Stock,1,2023-04-27,2023-04-28,50.93000030517578,50.93000030517578,-0.0044956908311633,-0.0044956908311633,2.01,2.13,0.0583,1.0
2023-04-28,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),1,2023-04-27,2023-04-28,49.61000061035156,49.61000061035156,0.0393882481907761,0.0393882481907761,0.44,2.31,4.25,1.0
2023-04-28,LAZ,"Lazard, Inc. Common Stock",1,2023-04-27,2023-04-28,31.299999237060547,31.299999237060547,-0.0312597367162411,-0.0312597367162411,0.26,-0.26,-2.0156,1.0
2023-04-28,NWL,Newell Brands Inc. - Common Stock,1,2023-04-27,2023-04-28,12.149999618530272,12.149999618530272,0.0227272307650194,0.0227272307650194,-0.04,-0.06,-0.6983,1.0
2023-04-28,POR,Portland General Electric Co Common Stock,1,2023-04-27,2023-04-28,50.619998931884766,50.619998931884766,-0.010555139115284,-0.010555139115284,0.79,0.8,0.0187,1.0
2023-04-28,SHEN,Shenandoah Telecommunications Co - Common Stock,1,2023-04-27,2023-04-28,20.809999465942383,20.809999465942383,0.0952631297864412,0.0952631297864412,-0.02,0.04,2.6,1.0
2023-04-28,STEL,"Stellar Bancorp, Inc. Common Stock",1,2023-04-27,2023-04-28,22.940000534057617,22.940000534057617,0.0484461340927162,0.0484461340927162,0.71,0.7,-0.0085,1.0
2023-04-28,SXT,Sensient Technologies Corporation Common Stock,1,2023-04-27,2023-04-28,74.45999908447266,74.45999908447266,0.0103121053962078,0.0103121053962078,0.79,0.8,0.0191,1.0
